Time,n_MM,psi_o_MM,psi_y_MM,n_y_MM,n_m_MM,n_o_MM,mu_o_MM,mu_m_MM,mu_y_MM,s_o_MM,s_m_MM,s_y_MM,h_m_MM,h_y_MM,a_MM,a_o_MM,a_m_MM,a_y_MM,z_o_MM,z_m_MM,z_y_MM,c_o_MM,c_m_MM,c_y_MM,y_MM,k_MM,w_MM,inv_MM,b_MM,gov_MM,e_MM,t_MM,f_MM,nx_MM,tilde_R_MM,g_MM,q_MM,tilde_s_m_MM,tilde_s_y_MM,tilde_s_o_MM,Omega_m_MM,Omega_y_MM,eta_o_MM,eta_m_MM,eta_y_MM,walras_MM,gamma_MM,phi_MM,R_star,fy_target_MM,repl,pen_bar_MM,alpha,delta,beta,sigma,b_y,g_y,x,omega,nu,Lambda_MM,w_indiv_MM,t_indiv_MM,e_indiv_MM,c_y_indiv_MM,c_m_indiv_MM,c_o_indiv_MM,a_y_indiv_MM,a_m_indiv_MM,a_o_indiv_MM
10,0.00928597473829198,0.244553329598292,0.173167025720249,0.00401010756946008,0.00983431150239222,0.010802717959024,0.0962007210196016,0.0455413671262081,0.0390527749724386,0.604439757218298,1.91092761564401,0.295869109783006,2.88451424205108,0.445963200833989,3.33833521297773,0.919304103376046,2.55503372971653,-0.136002620114846,1.60684382327619,7.31018238869456,0.63045053349987,0.154579534281013,0.332915700040428,0.0246208429977209,1.09062027426894,2.68363579130213,0.730715583760192,0.305812171597717,0.654372164561365,0.272655068567236,0.0714795715991658,0.357506685002701,0.000327257114240414,-0.000281799323923477,1.03610233251877,1.01433240461198,1.02146232123494,0.705357721816242,0.12214469875573,0.172497579428028,1.08655384245286,1.07198084865097,0.27537800871874,0.765361644863329,-0.0407396535820689,0.000318756108751245,0.908477493310056,0.0355327581835557,1.03615812372771,-1.08015399943936e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03595035704529,0.506844504490784,0.414380142818118,0.201571114002735,0.471981364552437,0.896125816916225,-1.11345495547727,3.62232332714458,5.32937393338677
11,0.00891340424209582,0.244697220950451,0.172012114002334,0.0028998053403364,0.00963340514404987,0.0102274576400443,0.0966487729714087,0.0456767545486102,0.0391486149371657,0.603270217949057,1.90834138183237,0.293598331436298,2.88056194600406,0.4425252234497,3.3424231164616,0.920790499437851,2.5572701181189,-0.135637501095151,1.60786099987207,7.30651860452207,0.624952061646322,0.155397792682401,0.333738056904944,0.0244660078554747,1.09177737188013,2.68716409554145,0.731490839159687,0.305140105767314,0.655066423128078,0.272944342970032,0.0715975101972356,0.358097940821492,0.000192597792065613,-0.00014178604215733,1.03603906353236,1.01395797126331,1.02177712774578,0.705861093258997,0.121416658843479,0.172722247897524,1.08692889586613,1.07226240041313,0.275485917658821,0.765094672044099,-0.0405805897029198,0.000232851742121216,0.908000266372334,0.0351355558100036,1.03607036987067,-1.30472677931248e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03630990026997,0.507320695589177,0.41452396010799,0.201504538903631,0.472809820646237,0.899697604529781,-1.11712430886444,3.62290844833485,5.33104745130549
12,0.00854727950031337,0.244827784930045,0.170681345358392,0.0015931990072886,0.00940242280046677,0.00994101329536634,0.0968113066669111,0.0457053781069834,0.0391587641632084,0.603842882454817,1.91281901726699,0.292249608714131,2.88086153671028,0.439428574322693,3.34707371820205,0.922294869206319,2.5599945842394,-0.13521573524367,1.61031873630884,7.31437273905226,0.620771076465526,0.155897060891269,0.334306171251623,0.0243086286723718,1.09300216677914,2.69100462968925,0.732311451742024,0.304983015373033,0.655801300067484,0.273250541694785,0.0717160762435621,0.358702881325981,0.000267788445314183,7.0935955438918e-05,1.03598133811534,1.01359001589781,1.02209110376615,0.706459590123753,0.12057947328366,0.172960936592586,1.08716505097854,1.07246244678543,0.275552601123861,0.764845593432854,-0.0403981945567145,0.000185812940618664,0.907773935537412,0.0346764723297369,1.03600052682277,-1.54979179842845e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03659354615561,0.507747203577696,0.414637418462246,0.201598398221448,0.473213437718443,0.901342603494847,-1.12138269940505,3.62369570747983,5.33238826856499
13,0.00820418282506561,0.245044729157131,0.169156969585405,0.000123550798426075,0.0091362690716783,0.010030474310601,0.0965502268930452,0.0455760781265009,0.0390424689202573,0.607239084519775,1.92758890580616,0.292305624674535,2.88746638290946,0.43698195192382,3.35301046482696,0.924225597176432,2.56353123227693,-0.134746364626403,1.61558364144035,7.33920328848861,0.618696658091625,0.155984966680485,0.334492100372105,0.0241554461196737,1.09431752815958,2.69582860590425,0.73319274386692,0.305583719688408,0.65659051689575,0.273579382039896,0.0718660069363374,0.359317410990871,0.000591342026960365,0.000317566843962501,1.03589753751303,1.01324520373919,1.02235622107092,0.707112713051588,0.119613043695121,0.173274243253291,1.08719479252672,1.07253943333711,0.275640534632948,0.764546147183236,-0.0401866818161838,0.00020434641505291,0.907917881137635,0.0341573568881738,1.03592384942469,-1.81510720720046e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.0368824238823,0.50814729301106,0.41475296955292,0.201946588544665,0.47303929656219,0.90022015824053,-1.12651898541981,3.62535022346558,5.33388909871277
14,0.0078905013200933,0.245449659834757,0.16743307528609,-0.00144969998762867,0.00883139391708099,0.0104984641754557,0.0958098134921954,0.0452669930213253,0.0387820112443053,0.614149743782399,1.9544094847877,0.293996351175444,2.9013864025354,0.435321726861889,3.36092730818308,0.926997398639044,2.56816556663077,-0.134235657086728,1.62473271155738,7.38400079797131,0.619092058431418,0.155665336160581,0.334251504810228,0.0240096374808126,1.09576177351655,2.70232153804265,0.734160388256091,0.307046587244877,0.657457064109932,0.273940443379138,0.0720797670246443,0.359948227463309,0.00114870603050159,0.000544039644750643,1.03575370306009,1.01292995382669,1.02253240626084,0.707772821581309,0.118504580121272,0.173722598297419,1.08699450002096,1.07247874253281,0.275815961963394,0.764124103641651,-0.0399400656050456,0.000304224796165577,0.908476273834976,0.0335861670603658,1.03580982523448,-2.10041117135197e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03728253737665,0.508564636120261,0.41491301495066,0.202605143668222,0.472258180334534,0.896056918824556,-1.13274657358692,3.62851679002446,5.33607836702969
15,0.00760037571209953,0.246122955126546,0.165518164834311,-0.00304731607528397,0.00848661505721804,0.0112530042638976,0.0946392772914682,0.0447939811150794,0.0383894371067915,0.624696651385181,1.99304774237563,0.297225156753291,2.922256930166,0.434365324723627,3.37133169933459,0.930937319485545,2.57407921771012,-0.133684837861079,1.63829680170288,7.4483953985793,0.621775250475462,0.15504721849384,0.333643259248547,0.0238696068596243,1.09738239815449,2.7110326166185,0.735246206763509,0.30929727055648,0.658429438892695,0.274345599538623,0.0723843876616874,0.360614455842512,0.00186964382339322,0.000694979982765164,1.03552140774312,1.01263837759066,1.0225974352334,0.708395346281588,0.117252297693695,0.174352356024717,1.08659467887943,1.07229885543448,0.276133410342933,0.763520011468996,-0.0396534218119291,0.000484463474611968,0.909399125074044,0.0329763935553646,1.03562858741737,-2.40542213031552e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03790377876261,0.509058194319599,0.415161511505045,0.203574747183039,0.47098454415301,0.889275155374785,-1.14014684991771,3.63367606975628,5.33940200586432
16,0.00732120742446616,0.247108754955601,0.1634367394834,-0.00457347990533019,0.00810363296686223,0.0121414050167625,0.0931687228363602,0.0442029370817072,0.0379007718080262,0.638461415272513,2.041443705456,0.301615288654509,2.94854706484567,0.433862701448465,3.38444100317375,0.936222275874114,2.58130850233978,-0.133089775040143,1.65619301065923,7.52896878260148,0.626118604123148,0.154305367570123,0.332802474960851,0.0237303890603165,1.09922064493243,2.72225799323836,0.73647783210473,0.312112763446816,0.65953238695946,0.274805161233108,0.0727960480575202,0.361344867103909,0.0026506229759268,0.000738821461302968,1.03518497849741,1.01235781346159,1.02254851469736,0.708945584486601,0.115867754799643,0.175186660713755,1.08606519028778,1.07204208679031,0.27662537938112,0.762698625577027,-0.0393240049581466,0.000725667199914679,0.910566157851596,0.0323466389660253,1.03535793164635,-2.72983907509905e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03883548782953,0.509693374232078,0.415534195131812,0.204805807287374,0.469433031594177,0.88080546167981,-1.14863514245426,3.64105307773246,5.34414134078306
17,0.00704253828580259,0.248415235588586,0.161227664118734,-0.00593295132466154,0.00768734789667991,0.0130150587840052,0.091545908897976,0.0435476644446395,0.0373587394002535,0.654759473789645,2.09671680720333,0.306691928752605,2.97830519371991,0.433534705866324,3.40018493970547,0.942879158475257,2.5897493280074,-0.132443546777187,1.67792702927888,7.62094855806283,0.63137030832594,0.153607307539089,0.331874393901323,0.0235872204841976,1.10129325884223,2.73601461049629,0.737866483424292,0.315220169013059,0.660775955305336,0.275323314710557,0.0733189105251068,0.36216931865516,0.00339437390384506,0.000684388482314288,1.03474389813774,1.01207775097723,1.02239565798045,0.709399522536968,0.11437482794558,0.176225649517451,1.08548109596529,1.07175353312695,0.277302316624939,0.76164954859064,-0.0389518652155795,0.000996464711687745,0.911845029399608,0.0317176856766636,1.03498781010122,-3.07334184534537e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.04012824929106,0.510529408534085,0.416051299716425,0.206227374570743,0.46782438295767,0.871651249177992,-1.15797810721257,3.65062175224743,5.35040819005116
18,0.00675705892678518,0.250023157216418,0.158936121925602,-0.00707053166757488,0.00724553282374663,0.0137651485507266,0.0898950607649665,0.0428746090729589,0.0368005394596814,0.672853842886391,2.15594707193647,0.312009875080985,3.00970798940403,0.433159562991501,3.41828334224728,0.950822338594405,2.59920050801224,-0.131739504359372,1.7028024294597,7.71953106705301,0.63686698222271,0.153073527865289,0.330971876720258,0.0234370485095964,1.10358852042015,2.75209747847361,0.739404308681499,0.318379913711987,0.662153112252089,0.275897130105037,0.0739472798863886,0.363107929661512,0.00403275152157925,0.000563169174927165,1.03420888536712,1.01179084422142,1.02215679384107,0.709743719924216,0.112803914405806,0.177452365669978,1.08490344929616,1.07147008066357,0.278157848076202,0.760381819695258,-0.03853966777146,0.00126585433305247,0.913127198785826,0.0311055675189061,1.03452005290385,-3.43559144529186e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.04179056175439,0.511604286826636,0.416716224701756,0.207768042740812,0.466325896840057,0.862617566620512,-1.16786288005438,3.66216767411451,5.35818350465231
19,0.00645785486038207,0.251895295641479,0.156603043753883,-0.00799175265496266,0.00678722438512036,0.0143259062800944,0.0883082111513886,0.0422194338263941,0.0362550680969551,0.69206154577971,2.21665928839298,0.317219722787613,3.04120550650169,0.432561112448829,3.43832698336791,0.959893042574635,2.60940777864382,-0.130973837850552,1.73006458653929,7.82054775733195,0.642085864112615,0.152778908809314,0.330179098512012,0.0232788667267246,1.1060759886012,2.77015651023128,0.741070912362803,0.321405284142773,0.663645593160719,0.2765189971503,0.0746689106243715,0.364166997644244,0.00452487997590869,0.00040399136338239,1.03359658891528,1.01149014413468,1.02185532395821,0.709975987922909,0.111184400700898,0.178839611376192,1.0843748255754,1.07121727945071,0.279174449439357,0.758917866527974,-0.0380923159673314,0.00151084189669249,0.91433516830873,0.030517046210752,1.03396514596357,-3.81623037831828e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.04379714943721,0.512928611444513,0.417518859774886,0.209371697648019,0.465056711957227,0.854278913008488,-1.17798753264759,3.67534652302517,5.36734023960432
20,0.00613703507120887,0.253984973707364,0.154256426477394,-0.00875859577537264,0.00632060875077656,0.0146688635206771,0.0868434423699971,0.0416052519788414,0.0357411434574448,0.711792582978839,2.27687104792841,0.322053625946404,3.07165293901616,0.43162156046503,3.45987143938596,0.969899899055016,2.62011701754188,-0.130145477210936,1.75898018886513,7.92068526996656,0.646641412695638,0.152755894653328,0.329542106474765,0.0231117034951398,1.10871801446959,2.78978126426475,0.742841069694623,0.324175599360594,0.665230808681752,0.277179503617397,0.0754681878220555,0.365343228699957,0.00485936643945819,0.00023711718547695,1.03292667771171,1.01116772024656,1.02151864327694,0.710105525848624,0.109538340839259,0.180356133312116,1.08392253880155,1.07101256309865,0.280328305847802,0.75728739158169,-0.0376156974294912,0.00171608968288548,0.915421277588852,0.0299489859933434,1.03333913270106,-4.21488299975283e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.0460995481015,0.514491459932448,0.4184398192406,0.210991907655921,0.464074837441858,0.846968117180551,-1.18812715450855,3.68975725743109,5.37769290815605
21,0.00578594563961928,0.256242592037183,0.151907329407326,-0.00946634108268096,0.00585128529547863,0.0147920831135897,0.0855322477940144,0.0410451965613209,0.0352695602068432,0.73158061976698,2.33522529146758,0.326329719034407,3.10027151788282,0.430248424272787,3.4824965208991,0.980646157694032,2.63110561787481,-0.129255254669745,1.78890734329949,8.01762274763147,0.650257173153573,0.153009266154575,0.329084901589943,0.0229342845161238,1.11148026175017,2.81056478261169,0.744691775372614,0.326625142403451,0.666888157050102,0.277870065437543,0.0763287003161003,0.366627194188926,0.00504358123730211,8.13212604731677e-05,1.03221814253224,1.01081487536782,1.02117427007259,0.710151656987048,0.10787724168709,0.181971101325862,1.08356131617056,1.07086605758059,0.281592860698602,0.75552282739784,-0.0371156880964415,0.00187528038806214,0.916361063218671,0.0293910413482482,1.03266008120872,-4.63115588758807e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.04863766499132,0.516266054696557,0.419455065996528,0.212596133878239,0.463400878322453,0.840843766069074,-1.19816981458114,3.70499116912263,5.38902139157775
22,0.00540024844457167,0.258621003153653,0.149555225384891,-0.0101856683655021,0.00538146588146526,0.014713288650406,0.0843839364649924,0.0405440383491236,0.034844429338049,0.751096209542364,2.39091802437425,0.329937988321786,3.1266485614839,0.428382383762993,3.5058364581491,0.991947424853037,2.64219361310439,-0.128304579808335,1.81933104563378,8.10997486551733,0.652760872365276,0.153522315346133,0.328811131904762,0.0227450800888312,1.11433308658756,2.83213840511464,0.746603168013662,0.328733726415996,0.668599851952533,0.278583271646889,0.0772349041077555,0.368006702663691,0.00509820108192055,-5.05055758610829e-05,1.03148799689984,1.01042724968679,1.02084340779564,0.710138390162882,0.106204906995273,0.183656702841845,1.08329429113669,1.07078044088763,0.282941727799615,0.753655695193714,-0.0365974229933293,0.00198806676080617,0.91714949255685,0.0288341882018332,1.03194578204527,-5.06463823074095e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.05134883334841,0.518218290633862,0.420539533339363,0.214162233481768,0.463024019627137,0.835920023449064,-1.20808523295487,3.72067423716997,5.40109568289075
23,0.00498587740963322,0.261080116454889,0.147200974212982,-0.0109079475356054,0.00491104507697804,0.0144663019485156,0.0833878735710824,0.0400992361130114,0.0344641412425995,0.770166043533562,2.4436293848436,0.332846177613938,3.15074066265149,0.426026106591104,3.52958078958024,1.00364139495956,2.65323443493779,-0.127295040317118,1.84989306223189,8.19721877781136,0.654120961077013,0.154258648772773,0.328702211179987,0.0225437171890883,1.11724475949632,2.85418211104248,0.748553988862534,0.330521425977863,0.670346855697791,0.27931118987408,0.0781730250340008,0.369466073061035,0.00505182283996617,-0.000151063426042603,1.0307501157297,1.01001080679668,1.02053374953363,0.710085512492222,0.104525279213379,0.185389208294399,1.08311192698785,1.07074925578722,0.284351444205717,0.751713756706614,-0.0360652009123311,0.00205862992857058,0.917799752460472,0.0282797045248041,1.03121207173353,-5.51490223447373e-05,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.05417442785911,0.52031208433517,0.421669771143646,0.215677177413392,0.462905108465493,0.832079980231694,-1.21783975393413,3.73649988383175,5.41369912624997
