Time,n_MM,psi_o_MM,psi_y_MM,n_y_MM,n_m_MM,n_o_MM,mu_o_MM,mu_m_MM,mu_y_MM,s_o_MM,s_m_MM,s_y_MM,h_m_MM,h_y_MM,a_MM,a_o_MM,a_m_MM,a_y_MM,z_o_MM,z_m_MM,z_y_MM,c_o_MM,c_m_MM,c_y_MM,y_MM,k_MM,w_MM,inv_MM,b_MM,gov_MM,e_MM,t_MM,f_MM,nx_MM,tilde_R_MM,g_MM,q_MM,tilde_s_m_MM,tilde_s_y_MM,tilde_s_o_MM,Omega_m_MM,Omega_y_MM,eta_o_MM,eta_m_MM,eta_y_MM,walras_MM,gamma_MM,phi_MM,R_star,fy_target_MM,repl,pen_bar_MM,alpha,delta,beta,sigma,b_y,g_y,x,omega,nu,Lambda_MM,w_indiv_MM,t_indiv_MM,e_indiv_MM,c_y_indiv_MM,c_m_indiv_MM,c_o_indiv_MM,a_y_indiv_MM,a_m_indiv_MM,a_o_indiv_MM
52,0.00264160726574256,0.40502310149897,0.112970658501914,-0.00835731756759728,-0.00226710556325338,0.0181592143044476,0.0341973490695702,0.0184128806882529,0.0162554750297758,2.99150474742567,7.67028608921674,0.876849543814021,4.35058211081271,0.490572750806097,4.29016235594847,1.62243284616077,2.77384306817626,-0.106113558388555,4.64831154436878,14.7074752579857,1.28215070500154,0.158959932468288,0.270806987154087,0.0208419687699732,1.14776926123938,3.59621857274725,0.769005405030384,0.407229315943823,0.688661556743627,0.286942315309845,0.124585981685951,0.41096240765633,0.00528222645759737,-0.000152992373402045,1.00600848193414,1.00765481530207,0.998366173273892,0.65876423629002,0.0744210295711944,0.266814734138785,1.06123457226375,1.0566103346974,0.378175162511322,0.646558996614713,-0.0247341591260343,0.00314173396676484,0.955170663161347,0.0217829643465538,1.00650463789857,-0.000234551638707496,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.16734540624308,0.62383837041725,0.466938162497231,0.280054829798274,0.411083316664544,0.595768944250301,-1.42585447957344,4.21067646871328,6.08074682006449
53,0.00263519453121538,0.41332973288953,0.112334783862834,-0.00802099719110083,-0.00240586829961709,0.0180538207866392,0.032698743047363,0.0176949196481976,0.0156413341081532,3.186300418717,8.06980970738861,0.919554956621339,4.38866650721323,0.493191378379347,4.31418380220582,1.65523608742425,2.76440120523455,-0.105453490452978,4.87389281488425,15.1351103836472,1.32806556171691,0.159370168797421,0.267814562112388,0.0207727171692023,1.14662042414104,3.62109557082938,0.768235684174496,0.409065650258898,0.687972254484624,0.28665510603526,0.12701386005442,0.412654085872963,0.00511597689181948,-0.0001531780102748,1.00515481372277,1.00764837050387,0.997525370105196,0.655452092527307,0.0736300691464971,0.270917838326195,1.06036993209901,1.0559644191776,0.383673056900807,0.640770382527771,-0.0244434394285781,0.00309539777814495,0.956328946557302,0.0216879943658622,1.00563800566139,-0.000241463292245164,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.17206992384801,0.629571696509263,0.468827969539202,0.282122744280902,0.408595174484443,0.588260152162935,-1.4322068643337,4.21754882889382,6.10973458835621
54,0.00263278507073539,0.421796303147697,0.111769548962835,-0.00755199743000945,-0.00253304322743331,0.0178988865315908,0.0312984075091418,0.0170197186648051,0.0150628570461264,3.38891711044118,8.47387354941735,0.962871844195697,4.42280706185291,0.49556667550493,4.33699242751804,1.68826003053523,2.75351854634768,-0.104786149364869,5.10757401694819,15.5620579809363,1.37435406921258,0.159858932971572,0.264861848693857,0.0207016988768243,1.14526223501713,3.64491736223084,0.767325697461477,0.410660312923641,0.687157341010278,0.286315558754283,0.129462056999792,0.414322672085959,0.00491772427692354,-0.000181373247141112,1.00432137836189,1.00764594899609,0.996700655981889,0.652075030637761,0.0728821320643091,0.275042837297929,1.05954340525323,1.05534069765478,0.389269766722048,0.634891250645654,-0.0241610173677021,0.00304525604409445,0.957414488699312,0.021618604773534,1.00479128504327,-0.000248354449136127,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.17674448707382,0.635391101666217,0.470697794829528,0.284043541132383,0.406183086683765,0.581214673837921,-1.43774813382804,4.22270201583183,6.13817122860208
55,0.00262961786607921,0.430389171708815,0.111288791526769,-0.00693603601979187,-0.00264609020743312,0.017672084683644,0.0297520438717108,0.0162274069136947,0.0143696998103064,3.56848085768923,8.86844010161868,1.00840789242768,4.52184569814994,0.508186080488765,4.36239546177371,1.72312326912283,2.74335354372747,-0.104081351076593,5.31843403131723,16.0431777558976,1.43310592376303,0.158234282639155,0.260339173654483,0.0205933019231784,1.14369443010454,3.67048645442052,0.766275268170043,0.414942191273476,0.686216658062725,0.285923607526136,0.131404378133989,0.415474506917037,0.00569234929046346,0.000794621768227137,1.0035454266032,1.00764276595541,0.995933738135531,0.648643895707802,0.0721867952845366,0.27916930900766,1.0590379339986,1.05505442200598,0.394994741816058,0.628864019267982,-0.0238587610840401,0.00286725131988731,0.958401769099,0.0215786721750448,1.00396776976387,6.15967826498431e-05,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.18134969471019,0.640527891600167,0.470697794829528,0.285277963123399,0.401359166990078,0.566804005789954,-1.44183365761479,4.22936770372889,6.17232343787316
56,0.00262107584333972,0.439067478419144,0.11090172987248,-0.0062106973440067,-0.00274224169464632,0.0173663234476125,0.0285902917258664,0.0156557892998206,0.0138771519279846,3.76993156073922,9.25270024864123,1.05064592827017,4.55742374862071,0.51146285703675,4.38667743301472,1.75764305554676,2.73242568912112,-0.103391311653161,5.55299959163967,16.451280860972,1.47924518380941,0.158761878285485,0.257557786883071,0.0205277101556543,1.14222690334495,3.69427765951004,0.765292025241118,0.415867825327537,0.685336142006971,0.285556725836238,0.133336902931796,0.416465412947016,0.00706363149770885,0.00139872901625212,1.0027756699982,1.00763418122256,0.995178298518557,0.645174107105133,0.0715509245468921,0.283274968347974,1.05837334893859,1.05455360113376,0.400677524706631,0.622891865391442,-0.0235693900980731,0.00255624784071434,0.959279360198188,0.0215665773034007,1.00317223065687,0.00100366877692509,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.18617907447487,0.645508566386332,0.470697794829528,0.286896504631483,0.399206639024497,0.560451490688942,-1.44500315415773,4.23517568208277,6.20472421476958
57,0.00259870622217181,0.447786272563255,0.110604974507244,-0.00548794980516276,-0.00281965402550399,0.0169818812474063,0.0275822113316264,0.0151574843308877,0.0134473288414803,3.96568622312874,9.60539229599987,1.08970278285686,4.58480173861918,0.514111015187959,4.40938068648103,1.79165541982986,2.72044259747824,-0.102717330827071,5.78156011586177,16.8190382654595,1.52155734924432,0.159468212945455,0.254934308971945,0.0204608820265765,1.14052480317664,3.71604485977914,0.764151618128346,0.416311545474488,0.684314881905981,0.285131200794159,0.135249740042285,0.417618942518596,0.00902094479590986,0.00199630663547491,1.00204938483604,1.00761169975328,0.994479703919075,0.641687382343697,0.0709738165657451,0.287338801090556,1.05778352518308,1.05410440925424,0.406328132502375,0.616967050683323,-0.023295183185698,0.0022223463285371,0.960043025083401,0.0215717228476501,1.00240981796231,0.00257324531976464,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.19084719312597,0.650813704631819,0.470697794829528,0.288287751971504,0.397287395679846,0.554983219600746,-1.44725668982336,4.23951393206783,6.23534104349941
58,0.00255154039138336,0.456500142867861,0.110378453883976,-0.00492112364019481,-0.0028790050985511,0.0165248568774632,0.0267223354771446,0.0147304717887435,0.0130785922774197,4.15246882768608,9.9202657032639,1.12477906812569,4.60382332331773,0.516014742241646,4.43032523273215,1.82501800772971,2.70736716828248,-0.102059943280048,6.00070486634044,17.1398001843756,1.55912502763279,0.160352848537639,0.2524773430778,0.0203911605454933,1.13860481316888,3.73560401238684,0.762865224823147,0.416272054982171,0.683162887901325,0.284651203292219,0.137134817612994,0.418731871256874,0.0115583324439873,0.0025928349146803,1.00137130084972,1.00756429809334,0.99385349673928,0.638211538579322,0.070444802879299,0.291343658541378,1.05727265624341,1.05371217426244,0.411937704764002,0.611098965890784,-0.0230366706547863,0.00186736781887295,0.960694650522782,0.0215766941466781,1.00168548775647,0.00476265321671235,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.19531719298167,0.656102006850242,0.470697794829528,0.289462951304326,0.395601345033375,0.550390728737503,-1.44879308491953,4.24211566953046,6.26414186211132
59,0.00246973316729391,0.465166606727986,0.11018858778852,-0.00463941630814801,-0.00292430922320486,0.0160047548196676,0.0260001206184853,0.0143701084678823,0.0127670285384261,4.32794244899923,10.1942317770992,1.15526966118707,4.61452540069881,0.517037034758111,4.44941376855791,1.85762317226529,2.69320750779083,-0.101416911498212,6.20798768229827,17.4105124845991,1.59120474078341,0.161408428538248,0.250190952887455,0.0203149563364439,1.13649405405997,3.75284564423361,0.761451016220177,0.41577030386541,0.681896432435979,0.284123513514991,0.138986367504502,0.419807862343012,0.0146716918883208,0.00319065278656295,1.00074480742798,1.00748208183313,0.99331276007123,0.634777479695244,0.069945234047575,0.29527728625718,1.05684094615322,1.05337889034293,0.417498409653945,0.60529491026943,-0.0227933199233751,0.00149524613085407,0.961240259363121,0.0215635991777777,1.00100348349042,0.00756119970184236,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.19955581377233,0.661346496640935,0.470697794829528,0.290440894409276,0.394139617252287,0.546633405448142,-1.44994741785023,4.24275843730914,6.29111434818369
60,0.00234739689915241,0.473749053108445,0.109995624357872,-0.00470830553168522,-0.00296228244229602,0.0154333259837351,0.0254016955076472,0.0140700227031887,0.0125072298313317,4.49075792319305,10.4269745001509,1.18077713723895,4.61730558704346,0.517049643369421,4.46662454435997,1.88939880930406,2.6780079786218,-0.10078224356588,6.4019769271673,17.6312833643335,1.61727213129104,0.162621068556928,0.248072557242187,0.020227594248548,1.13422480389709,3.76773253005069,0.759930618611048,0.414845792637775,0.680534882338252,0.283556200974272,0.140800873886734,0.420853359886168,0.0183571319710304,0.00379012118485971,1.00017172392448,1.00735913388365,0.9928650967491,0.631414908114991,0.0694528770469765,0.299132214838032,1.05648465362348,1.05310302231905,0.423003722506697,0.599559679132499,-0.0225634016391957,0.00111146905251636,0.96168914134449,0.0215189160202908,1.00036697133822,0.0109552245576869,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.20353607246893,0.666524268713536,0.470697794829528,0.291241991816501,0.392883592157773,0.543642778979794,-1.45108810248009,4.2412808823546,6.31626657238201
61,0.0021838363800293,0.482219747594127,0.109760904258598,-0.00512837551702583,-0.00300087512842573,0.0148255984737209,0.0249085750948056,0.0138214710917644,0.0122917354848021,4.64099773497098,10.6217275162175,1.20128597659525,4.61298941811074,0.515978433997561,4.48200391545113,1.92030998337184,2.66184049931099,-0.100146567231696,6.58269633808019,17.8062159212493,1.63724239379606,0.163965586079051,0.246108098654169,0.0201245504349431,1.13182860267851,3.7802961963441,0.758325163794605,0.413559764963702,0.679097161607109,0.282957150669629,0.142576966341677,0.421875552750555,0.022610557499924,0.00439089559631576,0.999652230336701,1.00719475556193,0.992511353754002,0.62814833762974,0.0689461295467754,0.302905532823484,1.05619499092376,1.05287862625466,0.42844897496671,0.593895174909299,-0.0223441498760094,0.000722556280705942,0.962055044451574,0.0214350260046375,0.999777808612459,0.014928166692082,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.20723898857406,0.671617717468558,0.470697794829528,0.291888037330507,0.391799331321699,0.541309313668432,-1.45253356337795,4.2375985732211,6.33963323638227
62,0.00198270599892802,0.49056118720578,0.109452446425642,-0.00584952446716092,-0.00304781914828045,0.0141974646746466,0.0245004221796305,0.0136146959217042,0.0121121971739656,4.77986733217405,10.7840887864805,1.21709845329567,4.60265843845691,0.513811378181173,4.49565186718938,1.9503554466426,2.64479471895774,-0.0994982984109551,6.75131785307022,17.9420445781941,1.65141378242373,0.165410137696273,0.244275481218287,0.0200022493578462,1.12933290181749,3.79062721833857,0.756653044217716,0.411986192844966,0.677599741090491,0.282333225454371,0.144315063442708,0.422880197298423,0.0274249077603224,0.00498966562199876,0.99918470611404,1.00699261952892,0.992246305222639,0.624994674408105,0.0684071961169645,0.30659812947493,1.05596014037382,1.05269696359764,0.433831511927527,0.588300606250291,-0.0221321181778176,0.00033594962374265,0.962353880655682,0.0213101317567212,0.999236329846192,0.0194606448475504,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.21065518667706,0.676614081070223,0.470697794829528,0.292399783842124,0.390844100311136,0.53950145742751,-1.4545004627997,4.23170760848877,6.36127640433658
63,0.0017484006421575,0.498762871612209,0.109047731180583,-0.00679564831931345,-0.00310951071487164,0.0135574849507629,0.0241649826119448,0.0134438843790018,0.0119636626083582,4.90777944183489,10.9169485545992,1.22828713829422,4.58707540959369,0.510542881066894,4.50768656620131,1.97954817796768,2.62696325741976,-0.0988248691861343,6.9082490195582,18.0424889229893,1.65986319340948,0.166937717475461,0.242561135088857,0.0198580432344992,1.12676182024187,3.79884583645788,0.754930419562053,0.410179044841734,0.676057092145122,0.281690455060467,0.146016317719834,0.423870985849868,0.0327836375983123,0.00557641455485731,0.998766025757529,1.00675714264537,0.992062517811553,0.621963804855487,0.0678237417959338,0.310212453348578,1.05577248511218,1.05255223688815,0.439149472549918,0.582774161166572,-0.0219236337164903,-4.09900140067196e-05,0.962595442595967,0.0211466889515312,0.998741384126128,0.0245305520499882,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.21378513294268,0.681504265265653,0.470697794829528,0.292788966056274,0.38999236482132,0.538139960770294,-1.45708370799529,4.22365937842658,6.38126598916167
64,0.00148350919701626,0.506816506797522,0.108532995711842,-0.00789567067644736,-0.00319045376388338,0.0129052520144421,0.0239003498934021,0.0133083214842661,0.0118455727617168,5.02353392271278,11.0187823809003,1.23450917251177,4.56649979716069,0.506150012168244,4.51821252960367,2.00789578440324,2.60843066371803,-0.0981139185176006,7.05230054978433,18.1063575572793,1.66223539651411,0.168552450742732,0.240965227402572,0.0196901303516868,1.12413699162053,3.80507074298986,0.753171784385753,0.408158598062908,0.674482194972316,0.281034247905132,0.14768160807442,0.424851272483515,0.0386595916414865,0.00613972756917112,0.998392811949156,1.006490926743,0.991954110485575,0.619061075294572,0.067188553030314,0.313750371675113,1.05563098393907,1.05244363958412,0.444400472808069,0.577314733786299,-0.0217152065943685,-0.000403390413674492,0.962781232319092,0.020948541262701,0.998290988401853,0.0301131633364858,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.21663566721162,0.686283291646716,0.470697794829528,0.293057812136586,0.389243060206801,0.537218330110114,-1.46027729564787,4.21352717496709,6.3996602575579
65,0.00118895922793625,0.514713699204969,0.107900306359276,-0.0091036675767413,-0.00329340085763163,0.0122372373154149,0.0237081916542538,0.013209007218864,0.0117588331404326,5.12538170185019,11.0867828883684,1.23535973927467,4.54100701359285,0.50061953126924,4.52731413158495,2.03539605812745,2.58927238921805,-0.0973543157605543,7.18173234906242,18.1309900172635,1.65812254108743,0.170265886998842,0.239492378160704,0.0194975863040724,1.12147709420318,3.80940805554471,0.751389653116132,0.405928615333854,0.672886256521909,0.280369273550795,0.149311297914059,0.425825001039608,0.0450198195183261,0.00667269440083935,0.998062323963679,1.00619490402408,0.991917490311398,0.616289515911248,0.0664978275728334,0.317212656515918,1.05553719732208,1.05237242176809,0.449581363026572,0.571922405638687,-0.0215037686652591,-0.000749340545925718,0.962909720029188,0.0207185508282999,0.997883084199316,0.0361812562374203,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.2192153747823,0.690949610606278,0.470697794829528,0.293206365015717,0.388603687029447,0.536756284786821,-1.46402249989181,4.20138964296601,6.41650330249452
66,0.000865595218979606,0.522446188346644,0.10714544769021,-0.0103919031650594,-0.00341993872814483,0.0115515775040773,0.0235882124360674,0.0131458935200327,0.0117034254364935,5.21214042755967,11.1197089814686,1.23068789132619,4.51078629660101,0.493974190877611,4.53506380514417,2.06204211200774,2.56955844892047,-0.0965367557840365,7.29536162350009,18.1153984167064,1.64740561521903,0.172084539835675,0.238143098804909,0.019280288799274,1.1187972365332,3.811955740965,0.749594148477247,0.403495888522093,0.671278341919922,0.279699309133301,0.150905455903,0.426795739388652,0.0518297222592507,0.00717232606287019,0.997772362544902,1.00586992319507,0.991949694027582,0.613650670441576,0.0657498758098602,0.320599453748564,1.05549146812933,1.05233891476232,0.454688666048914,0.566598080936771,-0.0212867469856851,-0.00107821462491829,0.962980886577033,0.0204587717366893,0.997515842254673,0.0427052434258174,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.22153235478069,0.695502767203912,0.470697794829528,0.293236885420591,0.388076001992378,0.536758680726372,-1.46824240494701,4.18733095666863,6.43183289271895
67,0.000517275528444848,0.530008831838328,0.106268752818926,-0.0117239798758058,-0.00357091046195801,0.0108528486485586,0.0235326254336237,0.0131151532318611,0.0116760563807099,5.28444594792595,11.1206836229107,1.22092145838045,4.47645347715077,0.486312346877086,4.54153852142801,2.08783481528235,2.54935793948983,-0.0956542333441707,7.39381223318011,18.0633727504517,1.63061876860887,0.173995813873903,0.236903901652784,0.019039196695504,1.11610665418192,3.8128178142855,0.747791458301884,0.400891012198204,0.669663992509149,0.279026663545479,0.152464343902096,0.427765267549464,0.0590567146333569,0.00763930322704897,0.997520846402209,1.00551986190609,0.992044895574002,0.611143249395222,0.0649454309069362,0.323911319697842,1.05548853724649,1.05233899374798,0.459719719524881,0.561342357322614,-0.021062076847495,-0.00138923701100709,0.963001030494586,0.0201729184655378,0.997187589377254,0.0496533168877055,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.22359440121753,0.699942718786101,0.470697794829528,0.293156830736658,0.387640543992298,0.537171143127117,-1.47284007525085,4.17145725165522,6.44569883272362
68,0.000153260963862074,0.537403952539827,0.105278307086202,-0.0130315308550902,-0.00374624943621482,0.0101543052190471,0.0235234604901804,0.0131078841558756,0.0116690521491821,5.34542434672713,11.0983250556484,1.20720792640283,4.4391911539755,0.477835049035923,4.54683538283708,2.11279669522668,2.52874139713553,-0.0947027095251238,7.48019213322529,17.9847492234167,1.60911713772485,0.175960004167358,0.235742009534095,0.0187768718112266,1.11340596679749,3.81212042399945,0.745981997754316,0.398179933524065,0.668043580078492,0.278351491699372,0.153988912895886,0.428731604877509,0.06667137875914,0.00807582090449619,0.99730507061399,1.00515402726868,0.992191289651379,0.608760455127614,0.0640892701368609,0.327150274735524,1.0555150820857,1.05236203641466,0.464674112285179,0.556154156510872,-0.0208282687960513,-0.00168016484312648,0.962985279915662,0.0198689060324934,0.996896392126525,0.0569916029110538,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.2254113937114,0.704269801473281,0.470697794829528,0.292979960157591,0.387249216910249,0.537856813079581,-1.47766871619678,4.15391863225647,6.45818407743877
69,-0.000212592289686847,0.544643718978646,0.104192888913757,-0.0142136613482102,-0.00394433858275967,0.00947426452695588,0.0235366468280402,0.0131121914830658,0.0116721702174755,5.39982584404488,11.0642461372812,1.19112997035381,4.40050030501636,0.468824022721944,4.55107308827563,2.13697662352949,2.50777836286779,-0.0936818981216548,7.55924074879553,17.8926643423866,1.58476979780548,0.177919179852281,0.234612041132952,0.0184977028513818,1.11068689220578,3.81001677636892,0.744160217777876,0.395451680485749,0.666412135323471,0.277671723051446,0.155480898631122,0.42968771386618,0.0746441765832382,0.0084814186127878,0.99712105819499,1.00478634474886,0.992371227381886,0.606488232498811,0.0631917610362496,0.330320006464939,1.05555242594742,1.05239301787094,0.469554450583251,0.551030122835928,-0.0205845734191786,-0.00194685378081276,0.962954323834582,0.0195592712130042,0.99663952636034,0.0646843271381825,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.22699860920935,0.708484832584154,0.470697794829528,0.292723332093414,0.386836922072369,0.538626714610353,-1.48250177848208,4.1349167691769,6.46941324081233
70,-0.000564409163478699,0.551749308089285,0.10304297066629,-0.0151519318773866,-0.00416142221724858,0.00883059349444704,0.0235484184612944,0.0131164008897927,0.0116753795074883,5.45255900020612,11.0294889314852,1.17429183400671,4.36182991310105,0.459597727169309,4.55437900764258,2.16044367891698,2.48653130935384,-0.092595980628249,7.63587294356291,17.7996236238122,1.55950135067419,0.179812731449416,0.233466999263472,0.0182077701264225,1.10793389649428,3.80667752191151,0.74231571065117,0.392795373422444,0.66476033789657,0.276983474123571,0.156942467009604,0.430622181259781,0.082941147834496,0.0088520384155315,0.996963630886094,1.0044327687907,0.992563824940118,0.604305454429611,0.0622694292142694,0.333425116356119,1.05558127486243,1.05241627139125,0.474366247361407,0.545964950475415,-0.0203311978368223,-0.0021844903065737,0.962929026784228,0.0192598542278221,0.996413264793522,0.0726939888775016,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.22837830638451,0.712590260609569,0.470697794829528,0.2924030355854,0.386339387725427,0.539289701431383,-1.48702150953762,4.11469281160273,6.47954689954878
71,-0.000886444698785445,0.558748479179801,0.101869364674598,-0.0157308713722389,-0.00439140586674203,0.00823830619154542,0.0235381247865591,0.0131104320185531,0.0116700379488605,5.50802004976739,11.003150677572,1.15814658132807,4.32440817444176,0.45048319665525,4.55687498286654,2.1832786630745,2.46505043727344,-0.09145411748139,7.71450796556339,17.7159597088953,1.53509022165771,0.181585051215773,0.232263885528018,0.0179145611557802,1.10512603032014,3.80227700991753,0.740434440314495,0.390287524930868,0.663075618192085,0.276281507580035,0.158375798494277,0.431520974394584,0.0915223547569293,0.00918272225477238,0.996827007401217,1.00410912307772,0.992747684978518,0.602185508063033,0.0613442551226314,0.336470236814336,1.055584167658,1.05241750219307,0.479117524901042,0.540951956448622,-0.0200694813496643,-0.00238922234510608,0.96292787329481,0.0189876384158932,0.996213085983491,0.0809815438253277,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.2295786437906,0.716591430077084,0.470697794829528,0.292033233103373,0.385701552790783,0.539676415171224,-1.49083426473379,4.09350674213736,6.48877203447635
72,-0.00116623551152931,0.56567168798666,0.100718416731576,-0.015872133312904,-0.00462612706508037,0.00770711663937873,0.0234909611667021,0.0130870791390461,0.0116499748092604,5.56952367866213,10.9914245619432,1.14384919580158,4.2890836652871,0.441776739241426,4.55866615003682,2.20556481872209,2.44337169837417,-0.0902703670594355,7.79849999438685,17.6487179881361,1.51298176747524,0.183194260581777,0.230970169132517,0.0176261994916676,1.10224085213186,3.79698059446778,0.738501370928346,0.387980709757583,0.661344511279116,0.275560213032965,0.159782763579143,0.432369264327469,0.10034104428993,0.00946808172878764,0.996705323457435,1.00382793331091,0.992904551051906,0.600099578825263,0.0604410794605663,0.339459341714171,1.0555482529194,1.0523861276486,0.483818017404999,0.535983908002219,-0.0198019254072176,-0.0025587815934373,0.962964265550642,0.0187569887983036,0.996034042452719,0.0895065943075547,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.23063137683585,0.720495863659599,0.470697794829528,0.291626153089598,0.384886404327524,0.539664808329327,-1.49352671833617,4.07161042031931,6.49728714957329
73,-0.00139696984898194,0.572546961370756,0.0996358960731583,-0.0155521122219139,-0.0048563166536848,0.00723883504785028,0.0234011580761474,0.0130435403741918,0.011612794103606,5.63859259416027,10.9963663303269,1.13208001779371,4.25618009015431,0.433703757893947,4.55982952431829,2.22737592332377,2.42151633314904,-0.0890627321545195,7.88942566806807,17.6002828005771,1.4940713869394,0.184621697244617,0.229569999426386,0.0173503434062594,1.0992591521754,3.7909306351226,0.73650363195752,0.38589277051697,0.659555491305242,0.274814788043851,0.161164546660592,0.433153679478031,0.109343397890455,0.009702505065848,0.9965932355674,1.00359604530177,0.993022282454026,0.598020722164675,0.0595843305231946,0.34239494731213,1.05546809787246,1.05231758381703,0.488477894062669,0.531054137053744,-0.0195320311164125,-0.00269295152852804,0.963043587997428,0.0185772992264923,0.995871251424694,0.0982275861143182,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.23156874780455,0.72431215746192,0.470697794829528,0.291189701284055,0.383883017624211,0.539206839043434,-1.49473412510441,4.04921810131228,6.50528268833732
74,-0.00157720361563634,0.579395479509737,0.0986624924445951,-0.0147928691271081,-0.00507282078536841,0.00682799660348477,0.0232716986222355,0.0129812762911016,0.0115597522600203,5.71490579730508,11.0161140914841,1.12304911542197,4.22555269026076,0.426410167892638,4.56040584587435,2.24876610544441,2.39949137978995,-0.0878516393600067,7.98702216877797,17.5686536986952,1.47870106191071,0.185871572859018,0.228063547847939,0.0170934179561065,1.09616739877345,3.78423487165042,0.73443215717821,0.384008767411169,0.657700439264069,0.274041849693362,0.162521306830544,0.433864146490713,0.118470534959856,0.00988212528188589,0.996486586899357,1.00341491036629,0.993095255616244,0.595926968384388,0.0587956400157551,0.345277391599856,1.05534546888115,1.05221315164802,0.493106574599893,0.526157421265625,-0.0192639958655182,-0.00279388227603228,0.963163456073662,0.0184532784436593,0.995720474251873,0.107102010968673,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.23241973621251,0.728049189763904,0.470697794829528,0.290725944160589,0.382703854578423,0.538325350518246,-1.49418629232483,4.02648563849222,6.51292601297949
75,-0.00171023632511525,0.586228601669269,0.0978302772753677,-0.0136580403476187,-0.00526750151108102,0.00646391324552509,0.0231121989307638,0.0129049711368302,0.0114948652482602,5.79662818538129,11.0459038276518,1.11658863750239,4.19671395953537,0.419965205426605,4.56039853483043,2.26976434166261,2.37729241569881,-0.086658222530995,8.08950676040539,17.5485861124095,1.46675578046044,0.186966289558382,0.226463997397956,0.0168601600624477,1.09295910246097,3.77696189883313,0.732282598648847,0.382289156958909,0.65577546147658,0.273239775615241,0.163852056196899,0.434494510774478,0.12766117452072,0.0100052340617645,0.996382726225511,1.00328121249326,0.993124075102927,0.593803466436208,0.0580919577685287,0.348104575795263,1.05518783114967,1.05207878777301,0.49771183907001,0.521290496333165,-0.0190023354031752,-0.00286551119373499,0.963315492375631,0.0183849621863141,0.995578553274609,0.116086613642861,0,0.470697794829528,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.23320701215124,0.731714338722466,0.470697794829528,0.290232257787353,0.381378705579323,0.537098052018559,-1.49174215949634,4.00350040050533,6.52035192722536
