Time,n_MM,psi_o_MM,psi_y_MM,n_y_MM,n_m_MM,n_o_MM,mu_o_MM,mu_m_MM,mu_y_MM,s_o_MM,s_m_MM,s_y_MM,h_m_MM,h_y_MM,a_MM,a_o_MM,a_m_MM,a_y_MM,z_o_MM,z_m_MM,z_y_MM,c_o_MM,c_m_MM,c_y_MM,y_MM,k_MM,w_MM,inv_MM,b_MM,gov_MM,e_MM,t_MM,f_MM,nx_MM,tilde_R_MM,g_MM,q_MM,tilde_s_m_MM,tilde_s_y_MM,tilde_s_o_MM,Omega_m_MM,Omega_y_MM,eta_o_MM,eta_m_MM,eta_y_MM,walras_MM,gamma_MM,phi_MM,R_star,fy_target_MM,b_y,alpha,delta,beta,sigma,g_y,repl,x,omega,nu,Lambda_MM,w_indiv_MM,t_indiv_MM,e_indiv_MM,c_y_indiv_MM,c_m_indiv_MM,c_o_indiv_MM,a_y_indiv_MM,a_m_indiv_MM,a_o_indiv_MM
50,0.0026959598259745,0.388956480393278,0.114406407343419,-0.00874808123917004,-0.0019620757044535,0.0183739158568998,0.0373011556233855,0.0198866177706083,0.0175134212755145,2.64157859822416,6.93787966947693,0.799078549180721,4.27037655418292,0.485308778561124,4.23910607338531,1.55790034810605,2.78860670602583,-0.107400980746576,4.23773600565554,13.9108995130056,1.19796684502639,0.158072450237988,0.276640741461034,0.0209804980311162,1.14941484893033,3.54382965745744,0.770107948783322,0.403329855902904,0.689648909358198,0.287353712232583,0.119815390912659,0.407503790642186,0.00562750656966714,-0.000214773808312863,1.00776917788024,1.0077094396251,1.00005928123007,0.665175393218262,0.0761003269913472,0.25872427979039,1.06295544483507,1.05787536733784,0.367506809486825,0.657828952083493,-0.0253357615703176,0.00325236487301869,0.952789716711611,0.0220302361289501,1.00829788117053,-0.000220694139058641,0.6,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.15775170975188,0.612626075463488,0.463100683900752,0.275695241539523,0.415891423948482,0.610968751622589,-1.41130774324777,4.19228783033291,6.02146945531442
51,0.00265980553278683,0.396897524173937,0.113664472183733,-0.00859006244557192,-0.00211871853131629,0.0182543034994023,0.0357450721684802,0.0191498181566574,0.0168849128399815,2.80921623352285,7.29021444221035,0.83638653517291,4.31063152886744,0.487897542485687,4.26511071716032,1.58997056012357,2.78190407780711,-0.106763920770368,4.43555000294382,14.2961331033349,1.2384309556326,0.15854905496269,0.273768349273655,0.0209107987443686,1.14870289382856,3.57044486729393,0.769630938865138,0.405284779883501,0.689221736297138,0.287175723457141,0.122185845665294,0.409245644041487,0.00544411356924737,-0.000178961342048894,1.00687956253724,1.00767310456045,0.999212500542466,0.662005268510157,0.0752464794280576,0.262748252061784,1.062104994258,1.05725371673234,0.372785295754799,0.65224662670874,-0.025031922463539,0.0031931488492573,0.953979760561534,0.0218985232854302,1.0073906123602,-0.000227626309490711,0.6,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.16257524747075,0.618190917063989,0.465030098988301,0.277897370126947,0.413544064218356,0.603425726788119,-1.41885602598117,4.20223857744786,6.05130784942272
52,0.00264160726574256,0.40502310149897,0.112970658501914,-0.00835731756759728,-0.00226710556325338,0.0181592143044476,0.0341973490695702,0.0184128806882529,0.0162554750297758,2.99150474742567,7.67028608921673,0.876849543814021,4.35058211081271,0.490572750806098,4.29016235594847,1.62243284616076,2.77384306817626,-0.106113558388555,4.64831154436877,14.7074752579857,1.28215070500154,0.158959932468288,0.270806987154087,0.0208419687699732,1.14776926123938,3.59621857274725,0.769005405030383,0.407229315943827,0.688661556743627,0.286942315309844,0.124585981685951,0.41096240765633,0.00528222645759606,-0.000152992373401898,1.00600848193414,1.00765481530207,0.998366173273892,0.65876423629002,0.0744210295711944,0.266814734138785,1.06123457226375,1.0566103346974,0.378175162511321,0.646558996614713,-0.0247341591260343,0.00314173396676057,0.955170663161347,0.0217829643465538,1.00650463789857,-0.000234551638707496,0.6,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.16734540624308,0.62383837041725,0.466938162497231,0.280054829798274,0.411083316664544,0.595768944250301,-1.42585447957344,4.21067646871328,6.08074682006448
53,0.00263519453121538,0.41332973288953,0.112334783862834,-0.00802099719110083,-0.00240586829961709,0.0180538207866392,0.032698743047363,0.0176949196481976,0.0156413341081532,3.186300418717,8.06980970738861,0.919554956621339,4.38866650721323,0.493191378379347,4.31418380220582,1.65523608742425,2.76440120523455,-0.105453490452978,4.87389281488425,15.1351103836472,1.32806556171691,0.159370168797421,0.267814562112388,0.0207727171692023,1.14662042414104,3.62109557082938,0.768235684174496,0.409065650258896,0.687972254484624,0.28665510603526,0.12701386005442,0.412654085872963,0.00511597689181984,-0.00015317801027313,1.00515481372277,1.00764837050387,0.997525370105196,0.655452092527307,0.0736300691464971,0.270917838326195,1.06036993209901,1.0559644191776,0.383673056900807,0.640770382527771,-0.0244434394285781,0.00309539777814492,0.956328946557302,0.0216879943658622,1.00563800566139,-0.000241463292245164,0.6,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.17206992384801,0.629571696509263,0.468827969539202,0.282122744280902,0.408595174484443,0.588260152162935,-1.4322068643337,4.21754882889382,6.10973458835621
54,0.00263278507073539,0.421796303147697,0.111769548962835,-0.00755199743000945,-0.00253304322743331,0.0178988865315908,0.0312984075091417,0.0170197186648051,0.0150628570461264,3.38891711044118,8.47387354941736,0.962871844195697,4.42280706185291,0.495566675504929,4.33699242751804,1.68826003053523,2.75351854634768,-0.104786149364869,5.10757401694819,15.5620579809363,1.37435406921258,0.159858932971572,0.264861848693856,0.0207016988768243,1.14526223501713,3.64491736223083,0.767325697461477,0.41066031292364,0.687157341010278,0.286315558754283,0.129462056999792,0.414322672085959,0.00491772427692396,-0.000181373247141059,1.00432137836189,1.00764594899609,0.996700655981889,0.652075030637761,0.0728821320643091,0.275042837297929,1.05954340525323,1.05534069765478,0.389269766722048,0.634891250645654,-0.024161017367702,0.00304525604409614,0.957414488699312,0.021618604773534,1.00479128504327,-0.000248354449136127,0.6,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.17674448707382,0.635391101666217,0.470697794829528,0.284043541132383,0.406183086683765,0.581214673837921,-1.43774813382804,4.22270201583183,6.13817122860207
55,0.00262961786607921,0.430389171708815,0.111288791526769,-0.00693603601979187,-0.00264609020743312,0.017672084683644,0.0300267787348309,0.0164026550551268,0.0145333492592604,3.5946046527516,8.86869508452997,1.00537147906937,4.45244555131496,0.497629227644205,4.35874728649157,1.7212408651873,2.74161742051368,-0.104110999209413,5.34440206503782,15.973796461078,1.41952008873646,0.160475178286381,0.262012673290873,0.0206303812323033,1.14369443010454,3.6678174473609,0.766275268170043,0.412273184213855,0.686843504046442,0.285923607526136,0.131918631187462,0.415300999598521,0.00408633508423091,-0.000810956496849203,1.0034561021661,1.00764276595541,0.995845091206164,0.648643895707802,0.0721867952845366,0.27916930900766,1.05877784643754,1.05475744138114,0.394893475591416,0.628992056733904,-0.0238855323253194,0.00319036205184341,0.958401769099,0.0215786721750448,1.00396776976387,-0.000835838720382785,0.60054808869154,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.18134969471019,0.64026039919075,0.472539877884078,0.285791620904976,0.403939164500983,0.574831018699044,-1.44224437168934,4.22669116082874,6.16558056222459
56,0.00262107584333972,0.439067478419144,0.11090172987248,-0.0062106973440067,-0.00274224169464632,0.0173663234476125,0.0288966207463766,0.0158508554427673,0.0140591101368041,3.7991452750276,9.24334713797398,1.04597054382809,4.47698967142268,0.499366383042349,4.37959107023599,1.75389914296597,2.7291221890798,-0.103430261809779,5.57991132340173,16.3592320035755,1.46246765895178,0.161240581322965,0.259307821665469,0.020560993891127,1.14195274703608,3.68988960971124,0.765108340514171,0.413863682703011,0.687672164489415,0.285488186759019,0.134373675914805,0.415573523947788,0.00202929603533146,-0.00203645589616532,1.00255865808881,1.00763418122256,0.994962930765624,0.645174107105133,0.0715509245468921,0.283274968347974,1.05808616509836,1.05422586868335,0.400470983440808,0.623145436483114,-0.0236164199239219,0.00352793659065062,0.959279360198188,0.0215665773034007,1.00317223065687,-0.00258170101964445,0.602189684533147,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.18589436880407,0.644126165900314,0.474357747521628,0.287361680108718,0.401919139050654,0.569201656832937,-1.44554752387573,4.23005535873912,6.19150768313383
57,0.00259870622217181,0.447786272563255,0.110604974507244,-0.00548794980516276,-0.00281965402550399,0.0169818812474063,0.0279118298504158,0.0153671839057198,0.0136427911213547,3.99851836941883,9.58871103514208,1.08370643909472,4.49516369079577,0.500707253523274,4.39927233556485,1.78606432992413,2.71595928397261,-0.102751278331899,5.80993154923181,16.7085585148754,1.50215601503284,0.162165820857333,0.256763491517118,0.0204936007467542,1.14007757044671,3.71087126507614,0.763851972199297,0.415057362207353,0.68965206407739,0.285019392611678,0.136816970968486,0.415812985647072,-0.00125099358868467,-0.00326835746360829,1.00168699275098,1.00761169975328,0.994120049416106,0.641687382343697,0.0709738165657451,0.287338801090556,1.05747608723323,1.05375354213555,0.405990853415723,0.617365572487079,-0.0233564259028025,0.00384625997008507,0.960043025083401,0.0215717228476501,1.00240981796231,-0.00547746221515831,0.604916789834894,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.19038022753292,0.647999317250649,0.47615209101317,0.288748749023105,0.400137977747537,0.564371467556257,-1.44773500008581,4.23252717554279,6.21588286421938
58,0.00255154039138336,0.456500142867861,0.110378453883976,-0.00492112364019481,-0.0028790050985511,0.0165248568774632,0.0270678598270592,0.0149502024128602,0.0132833035947735,4.18962315615553,9.89923923846256,1.11786455995287,4.50668521565742,0.501543680892727,4.41758421222538,1.81758750361738,2.70207624529931,-0.102079536691306,6.03122788615213,17.0159194296554,1.53775517297226,0.163252431017647,0.254391439725907,0.0204264688179658,1.1380814525093,3.7305540004937,0.762514573181229,0.415843321593554,0.692768524210288,0.284520363127324,0.139235204638423,0.416041863691385,-0.00573831247860762,-0.00449565805541807,1.00084784046736,1.00756429809334,0.993333966240477,0.638211538579322,0.070444802879299,0.291343658541378,1.05695089499516,1.05334477020263,0.411443770236988,0.61166377718877,-0.0231075474257577,0.00414308628231656,0.960694650522782,0.0215766941466781,1.00168548775647,-0.00950904082477336,0.608716118413878,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.19476776442903,0.651887091570777,0.477907105771613,0.289964170287547,0.39860050210341,0.560343176285271,-1.44907122341175,4.23382543555106,6.23863760315633
59,0.00246973316729391,0.465166606727986,0.11018858778852,-0.00463941630814801,-0.00292430922320486,0.0160047548196676,0.0263550703526831,0.0145958326563961,0.0129772626323419,4.37029083128378,10.1724002914226,1.14790625487221,4.51159862985583,0.501736813526671,4.4343963606721,1.84834838877203,2.68746480606923,-0.101416834169165,6.24151745175859,17.2788145944037,1.56858213657621,0.164495631554748,0.25219868632257,0.0203559023464959,1.13598681877221,3.74879446744459,0.76111116857738,0.416230384185354,0.697006478532254,0.283996704693052,0.141617399851965,0.416263349310878,-0.0114045853047459,-0.00570862297377011,1.00004661799928,1.00748208183313,0.992619755757522,0.634777479695244,0.069945234047575,0.29527728625718,1.05650994826202,1.05300060443813,0.416820743667559,0.606049750063807,-0.0228704937313653,0.0044181326437585,0.961240259363121,0.0215635991777777,1.00100348349042,-0.0146568215934869,0.613569160323171,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.19902043302291,0.655762629623731,0.479608173209162,0.29102629541064,0.3973025105485,0.557088672954939,-1.4499463122846,4.23371164232146,6.25970392847
60,0.00234739689915241,0.473749053108445,0.109995624357872,-0.00470830553168522,-0.00296228244229602,0.0154333259837351,0.025760439441657,0.0142982328317819,0.0127197538666125,4.53930286733604,10.4082106593147,1.17347276160718,4.51023976704825,0.501150066609826,4.44964868424775,1.87825708705348,2.67215200703632,-0.100760409842045,6.43948876894813,17.4976115883732,1.59413948019087,0.165884060469719,0.250184924484258,0.0202770618159066,1.13382060912293,3.76551293709376,0.759659808112361,0.416245622970391,0.702347752396106,0.283455152280732,0.143955245911109,0.416484038602016,-0.0182120052421139,-0.00689880443458282,0.999287204435545,1.00735913388365,0.991987039004666,0.631414908114991,0.0694528770469765,0.299132214838032,1.05614874610571,1.05271865999814,0.422113569033605,0.600531007424471,-0.0226445764580761,0.0046725915365023,0.96168914134449,0.0215189160202908,1.00036697133822,-0.020895751031148,0.619452272030415,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.20310717778304,0.659604379385619,0.481242871113214,0.291954238298748,0.396229042534256,0.554550971915675,-1.45077373503034,4.23200651852471,6.27901975743561
61,0.0021838363800293,0.482219747594127,0.109760904258598,-0.00512837551702583,-0.00300087512842573,0.0148255984737209,0.0252663108872918,0.0140491775464888,0.0125037970847673,4.69682028796747,10.6099666051111,1.19455208551345,4.50329892597217,0.499692457999836,4.46334455848913,1.9072568222132,2.65619115974265,-0.100103423466711,6.62522889712057,17.6763289787742,1.61432632889002,0.167395093013077,0.248337884182148,0.0201852088434417,1.13160852621131,3.78069050486676,0.758177712561581,0.415937437329554,0.708768053662028,0.282902131552829,0.146243306073175,0.41671211632767,-0.0261140000396517,-0.00805791350301902,0.998571844445503,1.00719475556193,0.991438685449056,0.62814833762974,0.0689461295467754,0.302905532823484,1.05585779202371,1.05249219806471,0.42731561438287,0.595112280697806,-0.0224278950806756,0.00490868479328424,0.962055044451574,0.0214350260046375,0.999777808612459,-0.0281954594449038,0.626336791606741,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.20700424906399,0.663397626586253,0.482801699625598,0.292767831582879,0.395349106740022,0.552631348304311,-1.4519078028709,4.22860493393254,6.29654006130236
62,0.00198270599892802,0.49056118720578,0.109452446425642,-0.00584952446716092,-0.00304781914828045,0.0141974646746466,0.0248531169597044,0.0138393910921107,0.0123214898592414,4.84407600265095,10.7831060207958,1.21141993559024,4.49167640805723,0.497329230117753,4.47553750097205,1.93532216175865,2.63965155558061,-0.0994362163672079,6.79991837436278,17.8213469618227,1.6293894549856,0.168999166671905,0.246636590381506,0.0200765056448153,1.12937177329789,3.79436055572484,0.756679088109588,0.415367116853505,0.716235356976193,0.282342943324473,0.148478956718731,0.416955475117118,-0.0350584117289772,-0.00918018227910308,0.997900973536445,1.00699261952892,0.990971486964094,0.624994674408105,0.0684071961169645,0.30659812947493,1.05562463677915,1.05231177132057,0.432422287007611,0.589795427925087,-0.022217714932699,0.00512963270079151,0.962353880655682,0.0213101317567212,0.999236329846192,-0.0365204088718838,0.634189178364804,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.21069685725913,0.667134444804656,0.484278742903654,0.293485287870708,0.394621907162778,0.551207428960274,-1.45359292605984,4.22347847696537,6.31224386486969
63,0.0017484006421575,0.498762871612209,0.109047731180583,-0.00679564831931345,-0.00310951071487164,0.0135574849507629,0.0245091057266437,0.0136633753299844,0.0121681708025916,4.98148012135556,10.9303328236596,1.22411864395807,4.47599732240526,0.494038300841873,4.48629913806688,1.96244256140159,2.6226041789162,-0.0987476022509199,6.96394121385836,17.9360466461808,1.639357322454,0.170679971481882,0.245066937254063,0.0199479799049767,1.12712791118969,3.80658252680235,0.755175700497095,0.41457828317786,0.724710758859468,0.281781977797424,0.150661440380677,0.417221084442782,-0.0449941475949382,-0.010265985849395,0.997273497685892,1.00675714264537,0.990580007275085,0.621963804855487,0.0678237417959338,0.310212453348578,1.05544127436758,1.05217114951382,0.437430162592146,0.584580764279188,-0.0220109268713338,0.0053387474228836,0.962595442595967,0.0211466889515312,0.998741384126128,-0.0458300661914345,0.642971176265637,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.2141794982307,0.670812483275813,0.485671799292282,0.294115001277807,0.394021220111039,0.550203480355101,-1.45594447661158,4.21665080579016,6.32612437127546
64,0.00148350919701626,0.506816506797522,0.108532995711842,-0.00789567067644736,-0.00319045376388338,0.0129052520144421,0.0242325886008105,0.013520551901044,0.0120434074966385,5.10780632260476,11.0499818458742,1.23228077689927,4.4564536398937,0.489789504976563,4.49569067747634,1.9886053615057,2.60511143363436,-0.0980261176637129,7.11606177672373,18.0190125687981,1.64384161868543,0.172440597491589,0.243626994637886,0.0197974544733052,1.12489198068006,3.81741370550673,0.753677627055639,0.413583444256004,0.73414950260651,0.281222995170015,0.152790504878314,0.417516281813553,-0.0558725306368947,-0.0113166131068668,0.996687994412134,1.006490926743,0.990260287429923,0.619061075294572,0.067188553030314,0.313750371675113,1.05530651654695,1.05206936791769,0.442335895453999,0.57946856679578,-0.0218044622497787,0.00553710775812778,0.962781232319092,0.020948541262701,0.998290988401853,-0.0560791005735429,0.65264000029823,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.21745277991677,0.674434718117083,0.486981111966706,0.294655169376441,0.39354274458616,0.549610815027655,-1.45897051272239,4.20816545830272,6.33817691079865
65,0.00118895922793625,0.514713699204969,0.107900306359276,-0.0091036675767413,-0.00329340085763163,0.0122372373154149,0.024025366142177,0.0134120049491641,0.011948183745597,5.22124014298709,11.1390417305648,1.23546718906425,4.43306779914538,0.484563054813413,4.50375710944414,2.01379209242253,2.58722613854026,-0.0972611215186545,7.25445759530848,18.0673107223687,1.64239273250977,0.174290999890151,0.242318860828055,0.0196236101507598,1.12267628884116,3.82689899742144,0.752193113523574,0.41237928437602,0.744501147365468,0.280669072210289,0.154865639991289,0.417849306813685,-0.0676430353427716,-0.0123286413850805,0.996143555428228,1.00619490402408,0.990010535179964,0.616289515911248,0.0664978275728334,0.317212656515918,1.05522184175503,1.05200758937448,0.447136034090227,0.574459518057714,-0.0215955521479406,0.0057231027709611,0.962909720029188,0.0207185508282999,0.997883084199316,-0.0672176043015261,0.663148544923803,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.22051908089233,0.678008137451197,0.488207632356931,0.295101522365773,0.393189977391976,0.549445289492745,-1.46262103693729,4.19806936795734,6.34839767914958
66,0.000865595218979606,0.522446188346644,0.10714544769021,-0.0103919031650594,-0.00341993872814483,0.0115515775040773,0.0238873289489354,0.0133378049665836,0.0118825911831378,5.32048362081364,11.1959154216165,1.23347087735251,4.40594629772516,0.478369525191298,4.51053442990237,2.03798325876526,2.56899464221834,-0.0964434710812192,7.37781719323361,18.079497190136,1.63482286320388,0.176236346221689,0.241140807422883,0.0194259317412912,1.12048983601391,3.83507479154122,0.750728190129316,0.410964955610337,0.755709454948514,0.280122459003476,0.156886032566974,0.418228211282453,-0.0802498165873639,-0.0132947468966373,0.995639691005216,1.00586992319507,0.989829468051532,0.613650670441576,0.0657498758098602,0.320599453748564,1.05518746121874,1.0519859982343,0.4518274475979,0.569554380338466,-0.0213818279363658,0.00589408291086572,0.962980886577033,0.0204587717366893,0.997515842254673,-0.0791913358931832,0.674445613569257,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.22338037957182,0.68154119506054,0.489352151828728,0.295451991384264,0.392961042883505,0.549708816284839,-1.46682362351711,4.18641218198249,6.3567895544937
67,0.000517275528444848,0.530008831838328,0.106268752818926,-0.0117239798758058,-0.00357091046195801,0.0108528486485586,0.0238110373875672,0.0132943450919227,0.0118435398616323,5.40601436893816,11.2231797027651,1.22663690556051,4.37555749688422,0.471284652031669,4.51606400194374,2.06116984382387,2.55046024859362,-0.0955660904737461,7.48659676746824,18.0586497696375,1.62156048334246,0.17826363553919,0.240077921942879,0.0192050162240271,1.11833591810161,3.84198159773844,0.74928506512808,0.409361872212356,0.767710955653004,0.279583979525403,0.158851080832976,0.418659464579767,-0.0936285514477078,-0.0142042766075667,0.995175930181814,1.00551986190609,0.989712851912577,0.611143249395222,0.0649454309069362,0.323911319697842,1.05519785387431,1.05200017318302,0.45640846607504,0.564752901530162,-0.0211613676052029,0.00604776926532441,0.963001030494586,0.0201729184655378,0.997187589377254,-0.0919419843359738,0.686476168051727,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.22603835658753,0.685043097496481,0.490415342635011,0.295710043891263,0.392834122246226,0.550347038521165,-1.47148289170162,4.1732609353331,6.36337700623311
68,0.000153260963862074,0.537403952539827,0.105278307086202,-0.0130315308550902,-0.00374624943621482,0.0101543052190471,0.023779068866831,0.0132730683425052,0.0118236736348132,5.48079246957827,11.2287817678945,1.21601262327009,4.34286616492349,0.463475944618886,4.52040579402441,2.08336636296676,2.531664176121,-0.094624745063343,7.58373171116146,18.0136950280736,1.60382694924203,0.180334078631746,0.23909700522261,0.0189631264164006,1.11620917766371,3.84767832903687,0.747860149034686,0.407625019634649,0.780432915111407,0.279052294415928,0.160761200015306,0.419146062946694,-0.107705450123868,-0.0150459131612315,0.994751123484628,1.00515402726868,0.989650438139992,0.608760455127614,0.0640892701368609,0.327150274735524,1.05523928251459,1.05203902428837,0.460880385057636,0.560052413760656,-0.0209327988182918,0.00618356650360987,0.962985279915662,0.0198689060324934,0.996896392126525,-0.105407453148917,0.699181596719082,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.22849659950056,0.68852380179463,0.491398639800223,0.295886134697826,0.392760408808893,0.551227043222054,-1.47645221830853,4.15871982944471,6.36822440284055
69,-0.000212592289686847,0.544643718978646,0.104192888913757,-0.0142136613482102,-0.00394433858275967,0.00947426452695588,0.0237679948125914,0.0132624818146953,0.0118131189753668,5.54943972927286,11.2237067128242,1.20308737596214,4.30913175410341,0.455187828086436,4.52363895600097,2.10461569527811,2.512642187011,-0.0936189262881404,7.67382859347655,17.9568758926481,1.58336070616533,0.182391518207689,0.238152739990765,0.018704428404901,1.11409507580275,3.85224671272797,0.746443700787842,0.405831945816799,0.793792741509459,0.278523768950687,0.16261834928211,0.419686199506582,-0.122400498236454,-0.0158123680661209,0.994362844074238,1.00478634474886,0.989626152137615,0.606488232498811,0.0631917610362496,0.330320006464939,1.05529259489345,1.05208699568707,0.465248379843876,0.555447110490064,-0.0206954903339399,0.00630304249802961,0.962954323834582,0.0195592712130042,0.99663952636034,-0.119522162887318,0.7125,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.23076369958968,0.691993969573687,0.492305479835872,0.295994732512222,0.392674955966654,0.552166125690145,-1.48150525880164,4.14293642047857,6.37144482346546
70,-0.000564409163478699,0.551749308089285,0.10304297066629,-0.0151519318773866,-0.00416142221724858,0.00883059349444704,0.0237546347912614,0.0132512737565079,0.0118021766801353,5.61679948089729,11.2185505517007,1.18939958628766,4.27559585689401,0.4467063185432,4.52584983175197,2.12498408734187,2.49341838753562,-0.0925526431255307,7.7617348483931,17.9000156620843,1.56198812148963,0.184377176676023,0.237198007801319,0.0184348597842981,1.11197142549996,3.85578271145517,0.745020855084975,0.404061352713232,0.80769878351402,0.27799285637499,0.164425896522089,0.420273713237612,-0.137631663217221,-0.0165015941056433,0.994007479173113,1.0044327687907,0.989620719333816,0.604305454429611,0.0622694292142694,0.333425116356119,1.05533808437685,1.0521279683039,0.46952156309598,0.550928219059014,-0.0204497821549939,0.00640876625574251,0.962929026784228,0.0192598542278221,0.996413264793522,-0.13421737061656,0.726366491972458,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.23285475850649,0.695465695629535,0.493141903402597,0.29604992396612,0.392513431845828,0.552979267701885,-1.48632554197753,4.12608949540113,6.37319740805685
71,-0.000886444698785445,0.558748479179801,0.101869364674598,-0.0157308713722389,-0.00439140586674203,0.00823830619154542,0.0237188200972969,0.013229657342943,0.0117824721669945,5.68726785317742,11.2221730218955,1.1763690590858,4.24333256653445,0.438333761274402,4.52711916486972,2.14455383025482,2.47400032727903,-0.0914349926641334,7.85187070471125,17.8530218989655,1.54142968000042,0.186237108678778,0.236189362278234,0.0181618523043546,1.10981027570896,3.85838413192217,0.743572884725006,0.40238083451856,0.822051471947601,0.277452568927241,0.166188087399774,0.420899505703338,-0.153316439000053,-0.0171141675643012,0.99368081541453,1.00410912307772,0.989614368176213,0.602185508063033,0.0613442551226314,0.336470236814336,1.05535797404497,1.05214731164831,0.47371269722619,0.546484472173211,-0.0201971693994008,0.00650271656609755,0.96292787329481,0.0189876384158932,0.996213085983491,-0.149421504798563,0.74071351648142,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.23479040058064,0.698953229640459,0.493916160232254,0.296064436157026,0.392220269527827,0.553502474519146,-1.49052250257744,4.10836908918119,6.37368062791891
72,-0.00116623551152931,0.56567168798666,0.100718416731576,-0.015872133312904,-0.00462612706508037,0.00770711663937873,0.0236461168394365,0.0131906475756065,0.0117480347794832,5.76420366417102,11.2406988910974,1.16514576409433,4.21309212195099,0.43035013422804,4.52751248599832,2.16341479064509,2.45437779353859,-0.0902800981853636,7.94763983862044,17.8227353013754,1.52310934165834,0.187930820229089,0.23509342021462,0.0178935415213356,1.10758194401336,3.86013955737559,0.742079902488954,0.400835822644381,0.836746234054357,0.276895486003341,0.167909436424761,0.42155297706273,-0.16937330543163,-0.0176528210765751,0.993378539472948,1.00382793331091,0.989590453212932,0.600099578825263,0.0604410794605663,0.339459341714171,1.05533918773787,1.05213421418084,0.477837399087382,0.542102932046894,-0.0199403311342768,0.00658567447717233,0.962964265550642,0.0187569887983036,0.996034042452719,-0.165060513959368,0.755471176265637,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.23659460641787,0.702471709591848,0.494637842567147,0.296049337322143,0.391757349130009,0.553618054168411,-1.49368772019145,4.08995086839289,6.37311903016271
73,-0.00139696984898194,0.572546961370756,0.0996358960731583,-0.0155521122219139,-0.0048563166536848,0.00723883504785028,0.0235309691657761,0.0131315639618826,0.0116965773356544,5.84917899054745,11.2762176751481,1.15642515208986,4.18516323260929,0.422974147268633,4.52707078239021,2.18165318068902,2.43452372917165,-0.0891061274704589,8.05067850039109,17.8114973015644,1.50793080112302,0.189440267564572,0.233892816095652,0.0176376292349787,1.1052599100468,3.86111654259451,0.740524139731357,0.39943928917987,0.851677446960623,0.276314977511701,0.169593938409953,0.422223988271107,-0.18572320716492,-0.0181218195988305,0.9930968125099,1.00359604530177,0.989538387640103,0.598020722164675,0.0595843305231946,0.34239494731213,1.05527618610208,1.05208401600807,0.481912761155713,0.537770193176941,-0.0196829543326534,0.00665675005885928,0.963043587997428,0.0185772992264923,0.995871251424694,-0.181058227439222,0.770567573490075,0.67,0.1,1.025,0.5,0.25,0.4,0.005,0.975,0.8,0.1,1.23829177198218,0.706035715188546,0.495316708792871,0.296011200933319,0.391111557554432,0.553279974052527,-1.49546242591032,4.07096884596127,6.37174467034469
