Time,n_A,psi_o_A,psi_y_A,n_y_A,n_m_A,n_o_A,mu_o_A,mu_m_A,mu_y_A,s_o_A,s_m_A,s_y_A,h_m_A,h_y_A,a_A,a_o_A,a_m_A,a_y_A,z_o_A,z_m_A,z_y_A,c_o_A,c_m_A,c_y_A,y_A,k_A,w_A,inv_A,b_A,gov_A,e_A,t_A,f_A,nx_A,tilde_R_A,g_A,q_A,tilde_s_m_A,tilde_s_y_A,tilde_s_o_A,Omega_m_A,Omega_y_A,eta_o_A,eta_m_A,eta_y_A,walras_A,gamma_A,phi_A,R_star,fy_target_A,repl,pen_bar_A,alpha,delta,beta,sigma,b_y,g_y,x,omega,nu,Lambda_A,w_indiv_A,t_indiv_A,e_indiv_A,c_y_indiv_A,c_m_indiv_A,c_o_indiv_A,a_y_indiv_A,a_m_indiv_A,a_o_indiv_A
10,0.0127644837014822,0.226579881684187,0.195686203939003,0.00521208017452635,0.0144988133552151,0.0116959685697162,0.103558417079401,0.0480973340397294,0.0410259350609536,0.521840098560523,1.77339308022341,0.308797512493251,2.8249974847145,0.491531394201079,2.92921310633475,0.760788107547697,2.32037535037771,-0.151950351590663,1.35733274965007,6.87066665728601,0.676116882823566,0.14056323112435,0.330460750403295,0.0277383277198989,1.08456836392478,2.6625911200983,0.726660803829606,0.309280850530869,0.650741018354871,0.271142090981196,0.0658586875824993,0.348100795396703,-0.38411903211842,0.00530296009517628,1.0368475166608,1.01782830611999,1.0186860695723,0.703103315271581,0.137587618742424,0.159309065985995,1.09089609522539,1.07488752316512,0.259724396934193,0.792149722857769,-0.0518741197919619,8.01530699990132e-05,0.901664441835708,0.0405281682652452,1.03615812372771,-0.346164944944119,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03350501703853,0.495091955671188,0.413402006815414,0.201604824427026,0.470003117928197,0.882330395036701,-1.10438971892614,3.30019116675825,4.7755481010389
11,0.0120518512247922,0.225760688579994,0.193580764427914,0.00322587057650714,0.0141372407878007,0.0104706564989259,0.105143369887803,0.0486161293205871,0.041413922725944,0.514204222983782,1.7552008088366,0.302277161049573,2.80873980157426,0.483323164837723,2.92942017381997,0.75868460812224,2.32207172037067,-0.151336154672943,1.34899014113855,6.83949966830191,0.661666371422091,0.141837369469078,0.332510001193455,0.0274022002077367,1.08647703641651,2.66349478619995,0.727939614399059,0.307479177502277,0.651886221849904,0.271619259104127,0.0657360594365549,0.348916950725979,-0.385960834229879,0.00565878150805246,1.03697297077989,1.01711211048092,1.019526716961,0.704552099060287,0.136387733915382,0.159060167024331,1.09193460005524,1.07561193162859,0.258987978199762,0.79267280983469,-0.0516607880344512,-2.97525682193322e-05,0.900134293825537,0.0397684991553158,1.03607036987067,-0.345182134999976,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03319487000318,0.4952322918225,0.413277948001271,0.20091396360275,0.47194522823358,0.891721492077783,-1.10960238379527,3.29581264957949,4.76979637526841
12,0.0113806145244921,0.224876002722378,0.191195376703739,0.00122469448041884,0.0137161528855829,0.00974371485956493,0.106284684371875,0.0489757411792974,0.0416763533837261,0.508692570271524,1.74605939171311,0.297110314767819,2.79885870726224,0.475760589298185,2.93024713824361,0.756317548314171,2.3245240676277,-0.15059447769826,1.34204781090149,6.82412288680582,0.6493384865937,0.142639127964434,0.334216476346347,0.027062060225956,1.0885175533963,2.66475497719178,0.729306760775518,0.306375572575872,0.653110532037777,0.272129388349074,0.0656014356486416,0.349771004631939,-0.387618370985948,0.00619594100083621,1.03711984784355,1.01643751759711,1.02034786190826,0.706179091343025,0.135018177389634,0.15880273126734,1.09273873046038,1.0761929611327,0.258107085386051,0.793286012396836,-0.0513930977828865,-0.000101013066223603,0.899006986701767,0.038953230179293,1.03600052682277,-0.344109643766244,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03275043075618,0.495300709012409,0.413100172302473,0.200432717647051,0.473274386686708,0.898215835622529,-1.11536446876835,3.29169200295476,4.76262304985756
13,0.0107885636132127,0.224091723849162,0.1885548966955,-0.000754137090060669,0.0132390753407479,0.00970529676639376,0.106704947245352,0.0490807877237504,0.0417394230264642,0.506760256946472,1.75041922110147,0.29410294792027,2.79860519862232,0.469508330480122,2.93270924796545,0.754284502578237,2.32817703656121,-0.149752291174002,1.33835185901348,6.83243763054482,0.640597142843923,0.142808764617612,0.335341420217803,0.0267381556175333,1.09066588468237,2.66721873975223,0.730746142737186,0.306341473552851,0.65439953080942,0.272666471170592,0.0655016651288406,0.350640896779196,-0.388909022596201,0.00687689498601343,1.03724742845456,1.01584250643128,1.02107110293945,0.707891121145668,0.133476337219283,0.158632541635049,1.09316424115924,1.07654140256406,0.257197164379062,0.793865617020489,-0.0510627813995504,-0.000107295480037369,0.898532918667589,0.0380948878157275,1.03592384942469,-0.342948529662287,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03228606901373,0.495331677859881,0.412914427605493,0.20032131668107,0.473718923999327,0.900248859065492,-1.12193887166667,3.28889142272788,4.75491658145118
14,0.0103015346513999,0.223573120548009,0.185712527354992,-0.00255512453259243,0.0127109793391,0.0103673173422265,0.10629659990069,0.0488944520175114,0.0415748764014047,0.509180644390306,1.77005805214251,0.293551598217876,2.80926919470337,0.464871967712984,2.93775268813849,0.753186392929527,2.33340162558144,-0.148835330372476,1.33923872397627,6.86778733664783,0.636031154242097,0.142356523181896,0.335796694386763,0.0264429186837126,1.09291494588811,2.6717140274309,0.732253013745031,0.307514812268211,0.655748967532864,0.273228736472027,0.0654848365254642,0.351514783578786,-0.389710306825279,0.0076084320883876,1.03730889974093,1.01535304232466,1.02162386529715,0.709579354255106,0.131777775237639,0.158642870507255,1.09315703517793,1.07662232445212,0.256381824004317,0.79428116447838,-0.050662988482697,-3.31711928906275e-05,0.898805856835868,0.037229198096813,1.03580982523448,-0.341699938567543,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03195366290459,0.495384739523313,0.412781465161837,0.200662961838803,0.473233462012535,0.897339557250298,-1.12944182055037,3.28842942172545,4.74768510252771
15,0.00992660467112922,0.223450233032269,0.182750041835262,-0.00400318787056697,0.0121425054709983,0.0115861788528131,0.105118764674987,0.0484359936799657,0.0411975939253968,0.516087490460234,1.80445466936473,0.295353771885374,2.8303138018298,0.461857370117534,2.94603805292357,0.753500610986559,2.34040246257468,-0.147865020637663,1.34542838128112,6.9293704706866,0.635528366315442,0.141429768926563,0.335630927799311,0.0261822449501975,1.09526356843198,2.6788630719828,0.733826590849428,0.30980009751384,0.657158141059189,0.273815892107995,0.0655894890922322,0.352395199967521,-0.389983160118419,0.00828443918088839,1.03726317331827,1.01497623769448,1.02195808610693,0.711136256956145,0.129960180709307,0.158903562334546,1.09275085403989,1.07645389277714,0.255767439732029,0.794423704626566,-0.0501911443585951,0.000120197953185867,0.899765938840411,0.0363990633340786,1.03562858741737,-0.340365102690678,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03190715375757,0.495538227056327,0.412762861503028,0.201463592981311,0.471964302925436,0.890035231738888,-1.13777173770176,3.29107458617316,4.74187362395427
16,0.00965884200738945,0.223806678953094,0.179764602159526,-0.00497486625755994,0.0115500083670523,0.0131636243803328,0.103309407939858,0.0477508593682526,0.0406424604191965,0.527311952661131,1.852141377894,0.299272698245148,2.8603538404952,0.460357556679002,2.95788998329858,0.755543652211491,2.34920659276485,-0.146860261677761,1.35722988788473,7.01448499438392,0.638729545260339,0.140214609223017,0.334947633017675,0.0259595520139509,1.09770119526876,2.68900658832211,0.735459800830072,0.312974451826023,0.658620717161258,0.274425298817191,0.0658403262109128,0.353295351042263,-0.389737322184791,0.00884613278437403,1.03708446285885,1.01470713621743,1.02205299030895,0.712468268235934,0.128076574790719,0.159455156973346,1.09201925452821,1.076078359594,0.255433317285248,0.794217029149038,-0.0496503464342858,0.000333517586531729,0.901281888296443,0.0356408513503585,1.03535793164635,-0.338945339353545,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.0322702548579,0.495875208473522,0.412908101943159,0.202687744080989,0.470122878380258,0.879335682109391,-1.14665981595569,3.29727890700518,4.73828295398301
17,0.00947684997215431,0.224670436821795,0.176851520267585,-0.00542955203896334,0.0109529204319052,0.0148545847789869,0.101087159600077,0.0469128690032057,0.039966419107222,0.542244919360157,1.91019287868814,0.304845891459146,2.89694589406953,0.460090527979975,2.97326879389089,0.759438528285229,2.35966726074114,-0.145836995135473,1.37436878483099,7.11780980168033,0.644872699449621,0.13893100798398,0.333916745261923,0.0257732751459741,1.10021301554679,2.70215935043249,0.737142720416352,0.316700385673751,0.660127809328076,0.275053253886698,0.0662456707983793,0.354229743335963,-0.389018365869676,0.00926255744003476,1.03676406062655,1.01452423422201,1.02192143435744,0.713510048802058,0.126185336856843,0.160304614341099,1.09107745442324,1.07556459250698,0.255422089097465,0.793627292169496,-0.0490493812669612,0.000575790154433197,0.903151037248845,0.0349768791697165,1.03498781010122,-0.337442049691149,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03312170817212,0.496460763139487,0.413248683268846,0.204249366748642,0.467991650324406,0.866668801487896,-1.15573646485507,3.30712547735366,4.73747141594616
18,0.00934584149148489,0.226003610054718,0.174097277186169,-0.00536496028233546,0.010370304053517,0.0163657463723133,0.0987625131525708,0.0460305856487627,0.0392541048676637,0.559548444024075,1.9730888316064,0.311197620163885,2.93617795469869,0.460524609373583,2.99170700240713,0.765067909226159,2.37144390840064,-0.14480481521966,1.39566093780266,7.22985118163129,0.652531972807642,0.137838981725129,0.332794284038501,0.0256145584898338,1.10278249631033,2.71797201302833,0.738864272527921,0.320533895245617,0.661669497786198,0.275695624077583,0.0667943971727052,0.355210475414988,-0.387934508407397,0.00948864716895387,1.03630864712294,1.01439257069894,1.02160512316144,0.714234244912631,0.124346237312408,0.16141951777496,1.09008832596211,1.07501275699946,0.255729557944816,0.792672513214793,-0.048402071159609,0.000816505564712906,0.90509164928303,0.0344215026714108,1.03452005290385,-0.335856717268892,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03448452351694,0.497330501785782,0.413793809406774,0.205993836592575,0.465945572351001,0.853917689912163,-1.16452912729359,3.32026072019373,4.73962454957128
19,0.00923501888155198,0.227713713029036,0.171576860907091,-0.00479975880637684,0.00981945543723373,0.0174604628257873,0.0966305617044376,0.0452112403119937,0.0385902205839745,0.577525246206623,2.03428670137524,0.317332588492118,2.97384362993211,0.461086551524028,3.01235833900045,0.772102599183304,2.38402474257882,-0.143769002761673,1.41931934694279,7.33963065883285,0.660124486812199,0.137149625729582,0.331833805503012,0.0254743495577269,1.10537663815512,2.73578587266192,0.74060234756393,0.324053479067453,0.663225982893072,0.27634415953878,0.0674581241767214,0.356244127007602,-0.386653516554551,0.00948816275032715,1.03573940126779,1.01428119397596,1.02115607330519,0.714647849865132,0.122617034733861,0.162735115401006,1.089202647951,1.07451641370007,0.256311670888077,0.791414723710783,-0.0477263945988599,0.00103305600823931,0.9068427607725,0.0339838304978932,1.03396514596357,-0.334190906618475,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.03631788398118,0.498489048941842,0.41452715359247,0.207755387438774,0.46433191615372,0.842778311193758,-1.17250431861872,3.33594335032104,4.74453591212145
20,0.00912160801918201,0.229685086095639,0.169336857862924,-0.00386163487103408,0.00931537218141809,0.01805326114717,0.0948527913903911,0.0445161874182902,0.0380238328818291,0.594825073938159,2.08905777983756,0.322591111816871,3.00717169889307,0.461443353130194,3.03424496908594,0.78012347601432,2.39685785945076,-0.142736366379138,1.44368591922124,7.43925834970568,0.666646555794406,0.136937639323102,0.331167418924953,0.0253484572264786,1.107945770148,2.75482356958003,0.742323665999162,0.327011620616559,0.664767462088802,0.276986442537001,0.0682002700543392,0.357327258598501,-0.385346062582889,0.00928392548324122,1.03508898596573,1.01416721605928,1.02062950722046,0.714785071326671,0.121039458025785,0.164175470647544,1.08850220968081,1.07412846545309,0.257106292986157,0.789935514063403,-0.0470418070495595,0.00121026603666846,0.908266284915254,0.0336528049922767,1.03333913270106,-0.332446261693895,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.0385270982526,0.49990867595386,0.415410839301038,0.209423089296043,0.463310486200128,0.834093173498998,-1.17925483728398,3.35325674192116,4.75176634449314
21,0.00898289011016993,0.231794364469573,0.167387771971739,-0.00274480302912683,0.00886737157258488,0.0181321530401071,0.0935197369002278,0.0439813756318316,0.0375839629313856,0.610320276396373,2.13398442863171,0.326509871238634,3.03427302011783,0.461343415592767,3.05640197513632,0.788682266501743,2.40943486026112,-0.14171515162654,1.46723596376807,7.52300635964151,0.671370914776567,0.137215521295531,0.330872168559796,0.0252327795717059,1.11044933167103,2.77430973018541,0.744001052219592,0.329267097753764,0.66626959900262,0.277612332917758,0.0689821004255735,0.35844293429065,-0.384177354051705,0.00890767896242911,1.03439269720645,1.01402780456072,1.02008316986392,0.714703235522579,0.119632582215117,0.165664182262303,1.08803396017797,1.07388135720039,0.258042715885175,0.788323944252121,-0.0463666601372961,0.00134175261004819,0.909287471720266,0.0334025752521799,1.03266008120872,-0.330624504249058,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.04099298175919,0.501526950593085,0.416397192703677,0.210918957900061,0.462950427694465,0.828275125146075,-1.18458658170326,3.37123821539633,4.76072893809349
22,0.00880020363094754,0.233925346503444,0.165704440008233,-0.00166418106095811,0.00847755439434761,0.017748908143155,0.0926494878580042,0.0436155824679822,0.037277915950664,0.623295133015756,2.16756640139484,0.328891045753884,3.05437545568214,0.460641424277315,3.07799983492402,0.797359613884497,2.42135411211977,-0.140713891080245,1.4888261085841,7.58821562590793,0.673941721810481,0.137938976464969,0.33096444439932,0.0251231428595271,1.11286324768252,2.79356877176775,0.745618375947286,0.330785293086181,0.66771794860951,0.278215811920629,0.0697676147811218,0.359573588259146,-0.383286885453241,0.00840859748708127,1.03368455006026,1.0138442046491,1.01956942232364,0.714474648680004,0.118391621559599,0.167133729760397,1.08780872774995,1.07378528296394,0.259051220483135,0.786664795964259,-0.045716016447394,0.00142698146480816,0.909894689783667,0.0331989908343964,1.03194578204527,-0.328727432138618,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.04358968834628,0.503269904570387,0.417435875338514,0.212203722937269,0.463227694657577,0.825320996920963,-1.18854602400567,3.38899933901537,4.77078812892882
23,0.00855941930974332,0.235978582536308,0.164232262528169,-0.000815796031526594,0.00814088800164647,0.0169896563304652,0.092211051461153,0.0434083976355922,0.0370974836033949,0.633444517972083,2.19000330543601,0.329750546940891,3.06762293746329,0.459263798639715,3.0984156143311,0.805801465809069,2.43235332195504,-0.13973917343301,1.50775045491132,7.634930476916,0.674289620278909,0.139031254785644,0.331420098052879,0.0250144481313135,1.11518442765887,2.81208350120282,0.747173566531445,0.331611523245752,0.669110656595324,0.278796106914718,0.0705267836554752,0.360704380540233,-0.382778543467042,0.00784105268965935,1.03299357077654,1.01360221640629,1.01913112861869,0.714178156471822,0.117291094485564,0.168530749042614,1.08781281796268,1.07383477657673,0.260068875873754,0.785031327206072,-0.0451002030798262,0.00146994383890827,0.910117953996012,0.0330057069770815,1.03121207173353,-0.326756917543714,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.04620053100283,0.505062185494698,0.418480212401134,0.213268093720383,0.464058015565973,0.824960759834332,-1.19138775237713,3.40580750043005,4.78133201440479
