Time,n_A,psi_o_A,psi_y_A,n_y_A,n_m_A,n_o_A,mu_o_A,mu_m_A,mu_y_A,s_o_A,s_m_A,s_y_A,h_m_A,h_y_A,a_A,a_o_A,a_m_A,a_y_A,z_o_A,z_m_A,z_y_A,c_o_A,c_m_A,c_y_A,y_A,k_A,w_A,inv_A,b_A,gov_A,e_A,t_A,f_A,nx_A,tilde_R_A,g_A,q_A,tilde_s_m_A,tilde_s_y_A,tilde_s_o_A,Omega_m_A,Omega_y_A,eta_o_A,eta_m_A,eta_y_A,walras_A,gamma_A,phi_A,R_star,fy_target_A,repl,pen_bar_A,alpha,delta,beta,sigma,b_y,g_y,x,omega,nu,Lambda_A,w_indiv_A,t_indiv_A,e_indiv_A,c_y_indiv_A,c_m_indiv_A,c_o_indiv_A,a_y_indiv_A,a_m_indiv_A,a_o_indiv_A
49,0.00569425016365374,0.319191705114478,0.127934514554045,-0.0095794862022861,0.00085651044547097,0.0276072482929257,0.0446514791135588,0.0232790500077212,0.0203828199157904,1.84289986442326,5.73375328420408,0.731950349423678,4.21683495521983,0.529688598153075,3.72390228742319,1.16110269232442,2.68536297349336,-0.1225633783946,3.04066658843146,12.5428288246701,1.16277622763251,0.13577026066493,0.291985139448959,0.0237006584503615,1.15854941072898,3.38378810357994,0.776228105188419,0.406645404115471,0.69512964643739,0.289637352682246,0.0991062289811487,0.391120577492243,-0.35501546259414,0.0087009179899618,1.01493922189511,1.01072272141447,1.00417176777696,0.691024726391219,0.0884059129157022,0.220569360693079,1.0669774154338,1.06087470277724,0.311797303663366,0.721115315663003,-0.0329126193263692,0.00210967737705342,0.947191010283181,0.0246180500202127,1.00922924975043,-0.257342280131427,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.12330004346178,0.56600084274092,0.449320017384711,0.268089064053451,0.422539351050159,0.615544517326927,-1.38637082466948,3.88605916826928,5.26411596187239
50,0.00569845529931203,0.327863216021527,0.126655726321152,-0.00941461045631797,0.000586902910808984,0.0277699408877181,0.0417396018351205,0.0219459930594153,0.0192563449767207,2.02460306912081,6.21812652385105,0.789554750010589,4.30675939896289,0.537846222671321,3.77224033712519,1.19772075230689,2.69652102941767,-0.122001444599372,3.25638993893921,13.1260990397259,1.22906686360792,0.135920419471918,0.288065278425232,0.0236673355253828,1.15918269251334,3.4242215437934,0.776652403983939,0.411133488185264,0.695509615508005,0.289795673128336,0.10185430196041,0.393279213053044,-0.347490822176221,0.00855077930956813,1.01364835900439,1.01072694757581,1.00289040619288,0.687512531386755,0.0870773990176831,0.225410069595562,1.06543283324909,1.05977224957434,0.317509131250011,0.714832775334953,-0.0323419065849636,0.00204971846764121,0.949447103547588,0.0243824492923645,1.00829788117053,-0.254308517072974,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.12965563321062,0.572032065015274,0.451862253284247,0.271796537245866,0.418996404100718,0.602991781670584,-1.4010690026995,3.92214091571338,5.31351928711917
51,0.00568486019486026,0.336870532012093,0.125432912308126,-0.00932668054140295,0.000331145264230281,0.0278130288068112,0.0389999290805255,0.0206752223542804,0.0181787422753906,2.22535115771452,6.74267133424833,0.851664714287244,4.39397129718137,0.545623287848752,3.82049510750921,1.23567478004315,2.70620427177251,-0.121383944306445,3.49254602883864,13.745593806563,1.29952783950387,0.13620904743602,0.28419320834456,0.0236237816743224,1.15958624171557,3.46448298512513,0.776922781949435,0.415349826702927,0.695751745029345,0.289896560428894,0.104688956355048,0.395476476965634,-0.339739622645262,0.00831731431028863,1.01235988835269,1.01071328449583,1.00162915030614,0.683852591528888,0.0857776221449274,0.230369786326185,1.06395436532197,1.05870374066696,0.323433153366538,0.708338630365848,-0.0317717837323858,0.00199650281856225,0.951561717960283,0.0241498677660936,1.0073906123602,-0.25127475401452,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.1360968600155,0.578306614414472,0.454438744006202,0.27540728086876,0.415576707414664,0.591262637380576,-1.415100363838,3.95729182764703,5.36387518410741
52,0.00563109404407853,0.346163702740323,0.124246798035086,-0.00937040094014374,8.65824616251842e-05,0.027675743491284,0.0365207304002971,0.0195098237355331,0.0171869119726126,2.44050055931496,7.28851993616879,0.915598879799923,4.47431958957454,0.55238823218023,3.86820094560124,1.27472083204393,2.71418821117357,-0.120708097616264,3.7443732698007,14.3782007197284,1.37083951239196,0.13674724670448,0.280516161676085,0.0235604980280694,1.15978437812302,3.50424755388716,0.777055533342425,0.419098243562158,0.695870626873813,0.289946094530755,0.107595368262668,0.39771235447779,-0.33191723515973,0.00796388558459189,1.01108017881742,1.0106592495143,1.00041648983406,0.68008219437542,0.0844980350518207,0.23541977057276,1.06260163795554,1.05771576251172,0.329538421082672,0.701666808251009,-0.031205229333681,0.00195224803688172,0.95346325642488,0.0239112257822081,1.00650463789857,-0.248243984913934,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.14259061591234,0.584800422312254,0.457036246364935,0.278828945710043,0.412473909765728,0.580865601779256,-1.42853141546115,3.99097084679044,5.41467196634601
53,0.005521654758815,0.355666818884058,0.123085540866966,-0.00949560746050904,-0.000150640392982848,0.0272978890610489,0.0343955726718663,0.0184977545893996,0.0163224996303395,2.66058808527856,7.82202959603714,0.97683769566277,4.54280082890075,0.5574376138948,3.91471791496287,1.314499388165,2.72018346107625,-0.119964934278379,4.00219481012317,14.9851301181694,1.43777851455234,0.137657782440404,0.277191259422329,0.0234681392731442,1.15979799459739,3.54304518092661,0.777064656380249,0.422145573287525,0.695878796758432,0.289949498649346,0.110550445760799,0.399989629113137,-0.324206062722172,0.00747165849560942,1.00982004317934,1.01054926303261,0.999278392573278,0.676245750957496,0.083236074015591,0.240518175026913,1.06143847004958,1.05685894087688,0.335783935578279,0.694860656671862,-0.030644592250141,0.00191408302902792,0.955077723277943,0.0236695607846508,1.00563800566139,-0.245219200774409,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.14908619430141,0.591485607926989,0.459634477720565,0.281946734642342,0.409897228973128,0.572338379105862,-1.4412613244578,4.02247771202222,5.46528090036402
54,0.0053559194762476,0.365282621531508,0.121959269547936,-0.00952970201257852,-0.000382891826606779,0.0266427409421981,0.0326944992977786,0.0176777687883091,0.0156198155638221,2.8724239551782,8.30008590791423,1.0299267769379,4.59494378331165,0.560258007580757,3.9592555643909,1.35454787749434,2.72385182621187,-0.119144139315305,4.25248206798056,15.5185659143839,1.49438262621265,0.139032772002442,0.274333620207063,0.0233419810092967,1.15962690218862,3.58025991291092,0.776950024466373,0.424286769509363,0.69577614131317,0.289906725547154,0.113522536694418,0.402300801205502,-0.316780489833192,0.00685200256463082,1.00859517688,1.01038269907363,0.998230846395857,0.67238557896873,0.0820036540655921,0.245610766965678,1.06051346244078,1.05617284494736,0.342121859896356,0.687970701035256,-0.0300925609316119,0.00187303134866701,0.956352236816904,0.023444139646874,1.00479128504327,-0.242203386692705,0.4,0,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.15551262366159,0.598318604367646,0.462205049464635,0.284645620677174,0.408000452103422,0.566069532374655,-1.45291256435969,4.05102654103553,5.51501831222092
55,0.00514299203066483,0.374892323371002,0.120908106085145,-0.0092218759506687,-0.000608146090412931,0.0256834351970434,0.0310734299170032,0.0168224827712547,0.0148634957354852,3.00775718321665,8.60163484951438,1.06462394740931,4.69606209280597,0.573718113515003,4.02300460566846,1.40327949291899,2.73814281600849,-0.118417703259022,4.4329409472277,15.934321950555,1.54285660018356,0.137746679915676,0.268054856649326,0.0229322425182754,1.15924829275455,3.59245348737935,0.776696356145549,0.402655684972152,0.69554897565273,0.289812073188637,0.11584240882362,0.407123691722338,-0.264997857363621,0.0523481237232614,1.01197197956249,1.01016870699082,1.00178512020734,0.66853838273304,0.0808317097014779,0.250629907565482,1.06029787499504,1.05619358698621,0.348813792293917,0.680621347574407,-0.0294351398683233,-0.0143013682127778,0.957243278106669,0.0232671606547819,1.00396776976387,-0.196174471936316,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.16178274307954,0.608975792920046,0.462205049464635,0.283703544103758,0.400956569693868,0.549601926017896,-1.46499070347954,4.09571520009777,5.59901053529438
56,0.00489017007709163,0.384356739693325,0.119989533336339,-0.00840944143440525,-0.000818378782970974,0.0244066531936189,0.0307584518868741,0.016712749846388,0.0147827069062869,3.0782613614096,8.54859242770361,1.048398250785,4.62960164871645,0.561315346268599,4.10954904418528,1.46288993416877,2.76464036929527,-0.117981259278765,4.56342287539402,15.8483425814221,1.51411505689024,0.140363822982668,0.264869385103884,0.0223827191154086,1.15622433956453,3.55824150846386,0.774670307508233,0.356774699643799,0.693734603738716,0.289056084891132,0.11809224316702,0.415309058111089,-0.142427068017299,0.124988694292985,1.01912932772526,1.00991462092748,1.00912424338339,0.664740570657352,0.0797619108629071,0.25549751847974,1.05967849472979,1.05563357204375,0.355973348520745,0.672735703983585,-0.0287090525043293,-0.0422110664653502,0.957720838517015,0.0231648515799612,1.00317223065687,-0.0805444795607946,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.16537238992675,0.624768633724877,0.462205049464635,0.280619143564395,0.398455272320686,0.549374505935949,-1.47916791363672,4.1589764358167,5.72565222109885
57,0.00459468573245119,0.393521599559015,0.119252612780119,-0.00713747924993569,-0.00100209333273227,0.0228186827203378,0.0310781465581309,0.0169238600961076,0.0149812797958599,3.07872365125153,8.26575082684519,1.00415288436302,4.52373662194519,0.544186529011937,4.20354262099668,1.52820039849627,2.79271517919233,-0.117372956691908,4.63060000247947,15.4960709716335,1.45273021449359,0.14391046552677,0.262253337157071,0.0217637578105436,1.14838429363333,3.50776120120632,0.769417476734328,0.335850202464129,0.689030576179995,0.287096073408331,0.120234512795093,0.421032483228098,0.00675084361037296,0.151025217729359,1.0227125918035,1.00961765916111,1.01297018977785,0.661037180461812,0.078830410914874,0.260132408623314,1.05930462023541,1.05522958738389,0.363550589653323,0.664371800405392,-0.0279223900587154,-0.0535147604628789,0.957774942314101,0.0231414838628701,1.00240981796231,0.0616585937172395,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.16395491732674,0.636927083184576,0.462205049464635,0.276083272406704,0.396730085551098,0.553220055464756,-1.48892991080123,4.22474750549021,5.87470206647411
58,0.00426792793732074,0.402262300573732,0.118716654090251,-0.00563862535413884,-0.00114947744397631,0.0210364808003496,0.0317172078111907,0.0172788759779055,0.0153002228003646,3.05291127678137,7.93282492240612,0.956036473432771,4.42743600937344,0.528702412757901,4.28481354776234,1.58974690455121,2.81126108308168,-0.116194439870554,4.66848746510011,15.0893430142322,1.38980883108558,0.14807138709467,0.260726886531406,0.0212643847654638,1.13896975891416,3.47406355866756,0.763109738472486,0.346134646211534,0.683381855348495,0.28474243972854,0.12224210332714,0.42020385131205,0.127368133746288,0.120543116574522,1.02037863414697,1.00928926757701,1.01098730257638,0.657471293033717,0.0780527920693535,0.26447591489693,1.0592362314534,1.05507356993333,0.371018922254239,0.65609881310934,-0.0271177353635794,-0.0425131019919773,0.957507566433221,0.0231781017500545,1.00168548775647,0.177249932985651,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.16067385231579,0.639121214514382,0.462205049464635,0.27243592703986,0.396560107329333,0.559867189238673,-1.48866474587239,4.27586894343311,6.01093262186375
59,0.00392650369634831,0.41051189693419,0.118360474009048,-0.00425315255993031,-0.00125666918194989,0.0192255617782875,0.0323208147288498,0.0175835391769819,0.015566096770065,3.04408250203035,7.70330323132795,0.923639336407938,4.37561674861079,0.519651444394437,4.33568998066024,1.63820434070555,2.81180879516218,-0.114323155207489,4.71042669340479,14.8070005896142,1.34998156934107,0.152244828451457,0.260359474961377,0.0210139437461854,1.13154362215478,3.48009276352294,0.758134226843705,0.381159043898629,0.67892617329287,0.282885905538696,0.124104977782565,0.414046566395603,0.176671043844429,0.0488183241014532,1.01278478215115,1.00894613621483,1.00380460938254,0.654076834015288,0.0774168441123872,0.268506321872325,1.05946796306818,1.0552014457774,0.377841669495031,0.648526257113521,-0.0263679266085516,-0.0149378985430134,0.957077058266168,0.0232384107767998,1.00100348349042,0.223201579673769,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.15909047288775,0.633024355646152,0.462205049464635,0.271438909543757,0.398056407781737,0.567006495004798,-1.47672197850799,4.29889677929865,6.10117605158109
60,0.00358926162444242,0.418267496876263,0.11813259065941,-0.00325068173367538,-0.00132790519819037,0.0175395169117154,0.0327842761928596,0.0177989507325134,0.0157489457493038,3.05393249329205,7.56580477029302,0.904520135841912,4.35009267622204,0.514958513492289,4.36690713133545,1.6765702258318,2.80262174250525,-0.112284837001607,4.76075039283334,14.6318704485876,1.32811014698661,0.156077755763977,0.260431941239105,0.0209163346540152,1.12859674115388,3.50729409157834,0.756159816573102,0.401939041032186,0.67715804469233,0.282149185288471,0.125830082054492,0.40907913490133,0.182454995064774,0.00595784697002376,1.00761444475679,1.00860720793256,0.999015708823048,0.65087213162293,0.0768892110966295,0.272238657280441,1.05981690218359,1.055455832938,0.383926237817448,0.641786431040538,-0.0257126688579862,0.0011246362061056,0.956639942047487,0.0232873425709593,1.00036697133822,0.226101586980297,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.16176400837387,0.628509218671421,0.462205049464635,0.272032114202979,0.400127657316846,0.573312244936606,-1.46034580665023,4.30594829051445,6.1584575922468
61,0.0032789955413203,0.425589672259525,0.117968313218305,-0.00276219101352237,-0.00137348186811792,0.0161084371496079,0.0330850658267352,0.0179361088034658,0.0158646933012761,3.0740170429324,7.47340002935035,0.891669350981707,4.32526100399314,0.511199465958781,4.39432553413275,1.71197835956276,2.79286968101028,-0.110522506440284,4.81795874919804,14.5045801269641,1.31317950052566,0.159402482368044,0.260155727306556,0.0208331900254562,1.12809708458804,3.52972922398012,0.75582504667399,0.399134051075833,0.676858250752826,0.282024271147011,0.127439135665161,0.40871873197774,0.187738059399807,0.00556448836371761,1.00674016562204,1.00829539051903,0.998457570160877,0.647853860631246,0.0764262271506346,0.27571991221812,1.06006434363023,1.05563663597049,0.389588424040284,0.635562763686206,-0.0251511877264902,0.000982874301426298,0.956338074435061,0.0233002133515585,0.999777808612459,0.228972139925045,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.16665978641779,0.630881062558614,0.462205049464635,0.272592155889029,0.401565450351827,0.578131920490175,-1.44613322626075,4.31095629852233,6.20912122664694
62,0.00301047322647293,0.432581963332564,0.117803226743574,-0.00280378301743522,-0.0014063373563391,0.0150002110352729,0.0331107950284554,0.0179410286963204,0.0158670365645654,3.11531133855678,7.45337419705221,0.88800064852531,4.30888072926186,0.508820423293343,4.41757605813891,1.74514311696096,2.78143605013934,-0.109003108961387,4.89352029144919,14.4577547177263,1.30858126971153,0.162028347337938,0.259386992275465,0.0207633068542652,1.12723512914136,3.54878813741986,0.755247536524714,0.397323991991064,0.676341077484818,0.281808782285341,0.128962511406483,0.40992428552212,0.192446843234231,0.00508716257990119,1.00599388941291,1.00802552559261,0.997984538954508,0.645001001300129,0.0759831992059917,0.279015799493879,1.06014997887671,1.05570135667309,0.395045403631641,0.629629465012796,-0.0246748686444366,0.000836545817389935,0.956258184079424,0.023262905090464,0.999236329846192,0.231810405618822,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.1709245954694,0.635540541326037,0.462205049464635,0.273261814075182,0.402149751322274,0.580713879399836,-1.4345685638463,4.3122972592799,6.25463905673643
63,0.00278088808654502,0.439357072204734,0.117580550985743,-0.00332686872530974,-0.00143935465128509,0.0142001256349078,0.0328495819167567,0.0178078031662671,0.0157508431196313,3.18093437200296,7.50904664739616,0.893464911982281,4.30342333470404,0.507671193549357,4.43797948810016,1.77672916278206,2.76893920832154,-0.107688883003438,4.99119099107742,14.4960136975512,1.31414613209107,0.163958537323697,0.258142158621754,0.0206989095628674,1.12613878134639,3.56544249590182,0.754512983502084,0.396236475627233,0.675683268807836,0.281534695336598,0.130431081031293,0.410975332009831,0.19685372339051,0.00487587591005577,1.00533878197139,1.00779479252698,0.997562985467078,0.642286489262685,0.0755203992982048,0.282193111439111,1.0600705045322,1.0556483989365,0.400346411592509,0.623918883750155,-0.0242652953426645,0.000692128964188465,0.956407609720923,0.0231687294779211,0.998741384126128,0.234613583036058,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.17472965120009,0.639862956609304,0.462205049464635,0.274083688052739,0.401911238889812,0.581015378042191,-1.42595754265295,4.31106562976306,6.29614647119205
64,0.00258439097491683,0.446025892866528,0.117255202742596,-0.00424680815527589,-0.00148388980285152,0.0136721763858676,0.0323186443494027,0.0175440436512335,0.0155224851203601,3.27254329726528,7.63984555082367,0.907581644162373,4.308477770569,0.507500565364219,4.45667922588903,1.8073527011726,2.75586613848501,-0.106539613768588,5.11327662206887,14.6189288885639,1.32917469010758,0.165254168608865,0.256475126555454,0.0206320943495798,1.12488437111957,3.58056379960293,0.753672528650113,0.395860739030928,0.674930622671743,0.281221092779893,0.131873544977882,0.411936830780888,0.201184803614351,0.00488767208575898,1.00474839315927,1.00759731292979,0.997172561167083,0.639680223095358,0.075005834249475,0.285313942655167,1.05983730832595,1.05548587225948,0.405537982333038,0.618367622797727,-0.0239056051307652,0.00055347770909228,0.956770850376597,0.0230167681543205,0.998290988401853,0.237378905779073,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.17820201631865,0.643973060144897,0.462205049464635,0.275073193385942,0.400942716838099,0.579201167215976,-1.42041768929906,4.30819343632294,6.33461051483552
65,0.00241767838889879,0.452697898703823,0.11679378680622,-0.00547800661547659,-0.00154895945148092,0.0133866558958244,0.0315309316983124,0.0171549050425343,0.0151861560445101,3.39338070071957,7.84992937930198,0.930490227116227,4.32395611724553,0.508138729008149,4.47467667690161,1.83758411072967,2.74260806146737,-0.105515495295434,5.26361491982656,14.8310011181993,1.3536705124641,0.165966682523384,0.254424415868651,0.0205570516351584,1.12352967456642,3.59492307501673,0.752764881959503,0.39618155883155,0.674117804739854,0.280882418641606,0.133316574146068,0.41284802627526,0.205635797145019,0.00509597915417917,1.00420001132915,1.00742976678084,0.996794063905802,0.637148963089299,0.074415040158856,0.288435996751845,1.0594572583636,1.05521777391082,0.410662991633636,0.612917593716833,-0.0235805853504696,0.000421567911895157,0.957336098294046,0.0228087157721961,0.997883084199316,0.24010364480818,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.18145822337939,0.647961544618252,0.462205049464635,0.276248613066319,0.399317005296597,0.57540211482748,-1.41793238396683,4.30450054908585,6.37085568869072
66,0.00227513259257958,0.459476869647858,0.116171639065865,-0.00695939064937512,-0.00164124263875598,0.0133087825927563,0.0305085975534745,0.0166496081660337,0.0147494594616443,3.5471703437422,8.1448383399264,0.962478529002155,4.34945451034342,0.509398665815616,4.49282008038051,1.86793251714856,2.7294660342528,-0.104578471020853,5.44648322208215,15.1377178017457,1.38776754494328,0.166164564704406,0.252037069927343,0.0204688211463601,1.12212002651628,3.60917579988625,0.751820417765907,0.397149488605358,0.673272015909768,0.28053000662907,0.134784203513012,0.413742265061683,0.210372264584491,0.00547398339954843,1.00367385964804,1.00728650825554,0.996413484566814,0.634659312955748,0.0737294126344851,0.291611274409767,1.05894144911797,1.0548506942189,0.415759474835316,0.607517324402101,-0.023276799237417,0.000296092104194088,0.958084315963729,0.0225459437734398,0.997515842254673,0.242785111134921,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.18460472007338,0.651912382936278,0.462205049464635,0.277620835633598,0.397121833371594,0.569815296204613,-1.41840911630889,4.30067908645518,6.40555657845991
67,0.002143027111544,0.466444726550159,0.115373411927731,-0.00862464170025445,-0.00176567218682699,0.0133723127926932,0.0293172779979034,0.0160584900428546,0.0142381488837092,3.73378587854884,8.5196525217228,1.00249668434789,4.38264408891404,0.510864455239064,4.51170103805175,1.89877052616268,2.71662194824849,-0.103691436359424,5.6622640775311,15.5321222850786,1.43003069314485,0.166002170058744,0.249422431059738,0.020360989917317,1.12069686856091,3.62377538741755,0.750866901935807,0.398589317364032,0.672418121136544,0.280174217140227,0.136294497239164,0.414648197069349,0.215507529497651,0.00597091842777778,1.0031530648473,1.0071537422471,0.996027739130592,0.632183925367207,0.0729372164354807,0.294878858197313,1.05832549178063,1.05440892882316,0.42085468654692,0.602128094334368,-0.0229827808812882,0.000176824593070957,0.95896260982079,0.0222323890504987,0.997187589377254,0.245420658475767,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.18773488506476,0.65589803921145,0.462205049464635,0.279157759404324,0.394540925593544,0.562950396218866,-1.42165332633922,4.2972018731266,6.43915449812328
68,0.00201134805692324,0.473658018481985,0.114399221411867,-0.0103528649449716,-0.0019253176144538,0.0135093172822869,0.0280322986461887,0.0154174028830514,0.0136829111883499,3.95101269744868,8.96397686619325,1.04885600444791,4.42059160968279,0.512102039598901,4.53162337582117,1.93031338052912,2.7041293959006,-0.102819400608547,5.90911365519736,16.0010647959167,1.47836700791136,0.165646038717088,0.246694862517011,0.0202283644730995,1.11928356262879,3.63895791400236,0.749919986961286,0.400299993585491,0.671570137577271,0.279820890657196,0.137858461497534,0.415592048584306,0.221095324241546,0.00652854345039604,1.00262548375357,1.00702140479721,0.995634729289068,0.629700224197739,0.0720372153710992,0.298262560431162,1.05764850240072,1.05391913052413,0.425965094722667,0.596724213739538,-0.0226893084622053,6.48692285033085e-05,0.959912398768702,0.0218802370336178,0.996896392126525,0.248007685863687,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.19091586463497,0.659983961596625,0.462205049464635,0.280804364367685,0.391765562464757,0.555369867668385,-1.42730948272881,4.29431226476974,6.47185948427016
69,0.00187210929561349,0.481146309254205,0.113264346227884,-0.0120194282642078,-0.00212015571762669,0.0136558137332272,0.0267303933778705,0.0147638203557557,0.0131160282514323,4.19405763379974,9.46099545282871,1.09918556965402,4.45996053796697,0.512698782520208,4.55261210537356,1.96261691191206,2.69192655765063,-0.101931364189123,6.18245406559156,16.5244530661207,1.5300207838109,0.16525942921424,0.24396405654585,0.020067795825796,1.11788580076402,3.65475311702177,0.748983486511896,0.40207420625013,0.670731480458414,0.279471450191006,0.139479909334477,0.416589947640445,0.227127507893376,0.00708571515125578,1.0020836237171,1.00688146984209,0.995234944460992,0.62719099158155,0.0710383776215024,0.301770630796948,1.05695080134839,1.05340945389958,0.431096888222814,0.591292755750765,-0.0223896439735796,-3.68524142541677e-05,0.960875117482962,0.0215048310471322,0.99663952636034,0.250543640214985,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.19418725167469,0.664215451484651,0.462205049464635,0.282492316093121,0.388978891311338,0.54763258034026,-1.4348774226267,4.29203638729338,6.5036710389244
70,0.00171054050162907,0.48890003920072,0.111995431277175,-0.0135239633903147,-0.00234713075442328,0.0137301637809673,0.025515149604254,0.0141495465434947,0.0125823599330172,4.44968317359184,9.97276602030816,1.14873658921042,4.4956231384681,0.512085238473668,4.57436791916729,1.99553396854831,2.67983460723959,-0.101000656620607,6.46912427329959,17.0591938850613,1.57969749351213,0.165060673641867,0.241379857871161,0.0198763224486422,1.11650383799391,3.67094433218826,0.748057571455922,0.403619983694345,0.669902302796348,0.279125959498479,0.14115354248243,0.417647832630223,0.233521284182685,0.00756571108006782,1.00152461394097,1.00671909320414,0.994840189981264,0.624650402503471,0.0699579912258375,0.305391606270692,1.05629263534391,1.0529244595956,0.436242559367979,0.585837137413165,-0.0220796967811439,-0.000124670240648302,0.961770916626498,0.0211210863737629,0.996413264793522,0.253026018848885,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.19756197780048,0.668610523512634,0.462205049464635,0.284117969946817,0.38642392113054,0.540488573531917,-1.44373294388282,4.29013508435976,6.53434451888478
71,0.00150497766363054,0.496859536149152,0.11062617794159,-0.0147950899729299,-0.00260091374456495,0.0136371601905458,0.0245118921673338,0.0136384945091074,0.0121374948858525,4.69319039632671,10.4341879716159,1.18984144750747,4.52074629263599,0.509552523185194,4.5962385822807,2.02868216214871,2.66756163037329,-0.100005210241295,6.74432526242776,17.5332491873684,1.6190398483306,0.165316173574334,0.239127122769604,0.0196510878792269,1.11513584095247,3.68704391683763,0.747141013438158,0.40457113026744,0.669081504571485,0.278783960238119,0.142863469621996,0.418767183411769,0.240113160871585,0.00788202407501566,1.00095176970995,1.00651250255195,0.994475247125201,0.62208950986892,0.0688193848143553,0.309091105316725,1.05575340007566,1.0525252107268,0.441378776543418,0.580379278103012,-0.0217580546464302,-0.000195657851264159,0.962501962817947,0.0207421037731322,0.996213085983491,0.255452371957377,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.20101850551312,0.673162264864436,0.462205049464635,0.285545823058968,0.384393433703761,0.534846104370861,-1.45315466726512,4.28806721228167,6.56337929902553
72,0.00124632817162044,0.504934493865471,0.109194916741682,-0.0157753878237955,-0.00287476441168211,0.0133305079629897,0.0237897482167623,0.0132673593716373,0.0118136527172043,4.90173773730224,10.7892072939993,1.21640322210781,4.53100484224253,0.504784097189122,4.61739373743571,2.0615524545265,2.65477206998386,-0.0989307870746605,6.98487080100979,17.886009951185,1.64165042017088,0.166168317688075,0.237300121760175,0.0193938879486082,1.11376056848634,3.70243975525716,0.74621958088585,0.404719423721043,0.668256341091806,0.278440142121586,0.14458770850703,0.419945204084916,0.246697641086741,0.00798687530512332,1.00037548233773,1.00625255981248,0.994159440969928,0.619529012623499,0.0676494189524796,0.312821568424021,1.05538050195637,1.05224965556144,0.446475343398242,0.574950333661216,-0.0214256770594581,-0.000248200058266986,0.963014476607811,0.0203800647278251,0.996034042452719,0.25782030502288,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.20449497227879,0.677845904756885,0.462205049464635,0.286682254613768,0.383033105673757,0.531192009953861,-1.46240409166196,4.28514567661939,6.59018642772138
73,0.000951564567817167,0.513041451077699,0.107747247950917,-0.0163767663282282,-0.00316101665166357,0.0128436950162205,0.0233206768374473,0.013023853370649,0.0116005868003472,5.06914090240935,11.0274494211475,1.228131240899,4.52738673797907,0.498184251647917,4.63709873032907,2.09368784564717,2.64118567366825,-0.0977747889863548,7.18406036853295,18.1077576917007,1.64765446217171,0.167537150256401,0.235832781095186,0.0191137586111446,1.11232895165357,3.71661166946207,0.745260397607893,0.40414600314718,0.667397370992143,0.278082237913393,0.146305529779974,0.421163475418605,0.253089689874851,0.00789945116316745,0.999809603910108,1.00595632239066,0.993889676575678,0.616983571392945,0.066478281848518,0.316538146758537,1.05515734320164,1.05208620238413,0.451508144942731,0.569577191961325,-0.0210853369040561,-0.000282430532900571,0.963332322147603,0.0200507237126276,0.995871251424694,0.260127481181343,0,0.462205049464635,0.67,0.1,1.025,0.5,0.6,0.25,0.005,0.975,0.8,0.1,1.20790963027645,0.682617001402091,0.462205049464635,0.287518841938462,0.382235106459566,0.529279494342279,-1.47077791825534,4.28080389191778,6.61433026978668
