Time,n_RoW,psi_o_RoW,psi_y_RoW,n_y_RoW,n_m_RoW,n_o_RoW,mu_o_RoW,mu_m_RoW,mu_y_RoW,s_o_RoW,s_m_RoW,s_y_RoW,h_m_RoW,h_y_RoW,a_RoW,a_o_RoW,a_m_RoW,a_y_RoW,z_o_RoW,z_m_RoW,z_y_RoW,c_o_RoW,c_m_RoW,c_y_RoW,y_RoW,k_RoW,w_RoW,inv_RoW,b_RoW,gov_RoW,e_RoW,t_RoW,tilde_R_RoW,g_RoW,q_RoW,tilde_s_m_RoW,tilde_s_y_RoW,tilde_s_o_RoW,Omega_m_RoW,Omega_y_RoW,eta_o_RoW,eta_m_RoW,eta_y_RoW,walras_RoW,gamma_RoW,phi_RoW,alpha,delta,beta,sigma,b_y,g_y,repl,x,omega,nu,w_indiv_RoW,t_indiv_RoW,e_indiv_RoW,c_y_indiv_RoW,c_m_indiv_RoW,c_o_indiv_RoW,a_y_indiv_RoW,a_m_indiv_RoW,a_o_indiv_RoW
49,0.00275006985560953,0.381189376798175,0.115189621477733,-0.00885355049362868,-0.00179808037712881,0.0185278019100412,0.0385898689822892,0.020454490757533,0.0179852606402141,2.52403790925798,6.74839893635883,0.781882202358737,4.27085653442493,0.489084309464278,4.22712692182501,1.5389085199199,2.7976996956176,-0.10948129371249,4.10361478862595,13.7328682289389,1.18275741855746,0.158357957046962,0.280898826263536,0.02127220044694,1.1520265680977,3.53591098096639,0.771857800625458,0.403490942315836,0.691215940858619,0.288006642024424,0.117689597598891,0.406872036899428,1.00922924975043,1.00776382020489,1.00145413986508,0.668279895101559,0.0769789081579276,0.254741196740513,1.06398345691198,1.05868656081841,0.364055432538442,0.661844261446904,-0.025899693985347,-6.50771116348731e-16,0.951608144792252,0.0221748227882202,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.15499180251137,0.608834771002045,0.461996721004548,0.276338037989556,0.420331104261109,0.621642510411343,-1.42222455906858,4.18641906800509,6.04106653973004
50,0.0026959598259745,0.388956480393278,0.114406407343419,-0.00874808123917004,-0.0019620757044535,0.0183739158568998,0.0370507697647579,0.019732147363473,0.0173707260924574,2.67946585608599,7.07566656363083,0.816254146241144,4.31086477470652,0.491469431783551,4.25430918244578,1.57090521437851,2.79223395142745,-0.108829983360179,4.28925634036992,14.0939723424436,1.22008739867587,0.158920249129363,0.278104339198579,0.0211938040113545,1.15152140689194,3.56339633831062,0.771519342617597,0.405422662829656,0.690912844135161,0.287880351722984,0.12003497922395,0.408622056097862,1.00829788117053,1.0077094396251,1.00058393969758,0.665175393218262,0.0761003269913472,0.25872427979039,1.06314258413312,1.05807310769127,0.3692503640451,0.656330753521352,-0.0255811175664513,-1.57293507170904e-16,0.952789716711611,0.0220302361289501,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.15987354686231,0.614307234248189,0.463949418744924,0.278498199012525,0.418091742469682,0.61424559480121,-1.43008562069061,4.19774089645442,6.07173480452323
51,0.00265980553278683,0.396897524173937,0.113664472183733,-0.00859006244557192,-0.00211871853131629,0.0182543034994023,0.0355099504400741,0.0190050443971211,0.0167513457396776,2.8486898896172,7.43003469892601,0.853673752304803,4.3509293393364,0.493957779132805,4.28047698809461,1.60325709499519,2.78537608380352,-0.108156190704105,4.4889409940149,14.48086903761,1.26059195236444,0.15940207222662,0.275209558970531,0.0211166116309425,1.15079201873496,3.59000177685363,0.771030652552426,0.40736577122313,0.690475211240979,0.287698004683741,0.122408062824109,0.410350009125926,1.0073906123602,1.00767310456045,0.999719658886427,0.662005268510157,0.0752464794280576,0.262748252061784,1.06227751333217,1.05743546006246,0.37455103705834,0.650716285019298,-0.025267322077638,-5.40089184367733e-16,0.953979760561534,0.0218985232854302,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.16468960177255,0.619859128990648,0.465875840709021,0.280632553063587,0.41572110081524,0.606672246059841,-1.43735881766419,4.20748325775716,6.10187539751243
52,0.00264160726574256,0.40502310149897,0.112970658501914,-0.00835731756759728,-0.00226710556325338,0.0181592143044476,0.0339769329083417,0.0182774012878506,0.0161306357363246,3.03269449830214,7.81236762951392,0.894278964708193,4.39072558979292,0.496542097100429,4.30565774911381,1.6359762573619,2.77714839982424,-0.10746690807233,4.70367649030274,14.8941284977408,1.30439487227784,0.159816500535283,0.272225963390184,0.0210407185415509,1.1498401234975,3.6157536750153,0.770392882743328,0.409296910156111,0.689904074098502,0.287460030874376,0.124810765896574,0.412053797962916,1.00650463789857,1.00765481530207,0.998858560108053,0.65876423629002,0.0744210295711944,0.266814734138785,1.06139317995703,1.05677688243674,0.379959660681023,0.644999802967579,-0.024959463648602,-6.21214617925642e-16,0.955170663161347,0.0217829643465538,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.16945158875347,0.625495094092372,0.467780635501386,0.28272544283229,0.413237313736529,0.598979291946275,-1.44403952339201,4.21569394152965,6.1315064276433
53,0.00263519453121538,0.41332973288953,0.112334783862834,-0.00802099719110083,-0.00240586829961709,0.0180538207866392,0.0324929697089171,0.0175686498266079,0.0155251180187709,3.22915786881814,8.21372855467045,0.937077904648528,4.42858103186169,0.499062881545648,4.32978569751577,1.66901559192138,2.76753627481255,-0.106766169218166,4.93116037328389,15.3231765897674,1.35033878599491,0.160228044642582,0.26920752374532,0.0209641690189024,1.14867212753102,3.64058242099716,0.769610325445786,0.411104358241462,0.689203276518614,0.287168031882756,0.127241132098212,0.413733530123211,1.00563800566139,1.00764837050387,0.998004894463851,0.655452092527307,0.0736300691464971,0.270917838326195,1.06051495010747,1.05611614038627,0.385473025346033,0.639185508973441,-0.0246585343194743,7.4499190536828e-16,0.956328946557302,0.0216879943658622,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.17416716525888,0.631218566299679,0.46966686610355,0.28472292993765,0.410720366621005,0.591426705721983,-1.45003489003576,4.22233189330654,6.16059688883176
54,0.00263278507073539,0.421796303147697,0.111769548962835,-0.00755199743000945,-0.00253304322743331,0.0178988865315908,0.0311076385257389,0.0169028472276276,0.0149554143048989,3.43313173334939,8.61833766755846,0.980336623421284,4.46228930579601,0.501314920036548,4.35268664139176,1.70225635744717,2.75648618991261,-0.106055905968017,5.16641139507316,15.7500376737396,1.39648058318176,0.160714858159883,0.266220480643214,0.0208849456919441,1.14729243691417,3.66431117924326,0.768685932732496,0.412649043190589,0.688375462148504,0.286823109228543,0.129691553883282,0.415389962561789,1.00479128504327,1.00764594899609,0.997166997043295,0.652075030637761,0.0728821320643091,0.275042837297929,1.05967483592087,1.05547760184018,0.391081761149452,0.633283858226745,-0.024365619376197,-4.56212731805087e-16,0.957414488699312,0.021618604773534,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.17883049743629,0.637027861894232,0.471532198974516,0.286557831122666,0.408266638246886,0.5843266443103,-1.45517019006025,4.22725309266424,6.18905903593218
55,0.00262961786607921,0.430389171708815,0.111288791526769,-0.00693603601979187,-0.00264609020743312,0.017672084683644,0.0298526158841661,0.0162961259333365,0.0144355217721454,3.63935027122932,9.01090106720832,1.02245083777016,4.49022004956133,0.503177081631026,4.37412288903482,1.73553339338405,2.74392770544695,-0.105338209796184,5.40405911561664,16.1577594198735,1.44109263369681,0.161325301003975,0.26330888232771,0.0208029240918046,1.14569902692657,3.68670347287888,0.767618348040804,0.413837162771439,0.687419416155944,0.286424756731643,0.132149850000708,0.417020063370019,1.00396776976387,1.00764276595541,0.996352877909017,0.648643895707802,0.0721867952845366,0.27916930900766,1.05889499454879,1.05487883172141,0.396772893083263,0.627309240059415,-0.024082133142678,9.90138771716087e-16,0.958401769099,0.0215786721750448,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.18342029134981,0.642910641924666,0.473368116539924,0.288181848353377,0.405937501408822,0.577876205580853,-1.45924485746978,4.23025287619915,6.21677719357191
56,0.00262107584333972,0.439067478419144,0.11090172987248,-0.0062106973440067,-0.00274224169464632,0.0173663234476125,0.0287414744902541,0.0157561072539133,0.0139721935731349,3.84310070705821,9.37920836442368,1.06219081717173,4.51141624969634,0.504594197319212,4.39384865810524,1.76866407284952,2.72980118349606,-0.104616598240341,5.63924333627168,16.5331330277379,1.48288760897307,0.162080168506358,0.260497817252386,0.0207191927224652,1.14388982585368,3.70751476259303,0.766406183321966,0.41462019090905,0.686333895512208,0.28597245646342,0.134601612142406,0.418615596191429,1.00317223065687,1.00763418122256,0.995571854698031,0.645174107105133,0.0715509245468921,0.283274968347974,1.05818791525543,1.05433062877862,0.402531859987241,0.621277926462127,-0.0238097864493678,1.48292765055939e-15,0.959279360198188,0.0215665773034007,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.18790598519335,0.648841284207356,0.475162394077342,0.289572676435321,0.403763595568377,0.572165516252956,-1.46212783276866,4.23110777917693,6.24362993724493
57,0.00259870622217181,0.447786272563255,0.110604974507244,-0.00548794980516276,-0.00281965402550399,0.0169818812474063,0.0277775810953671,0.0152853448354181,0.0135678005395465,4.04023017611205,9.7140280387769,1.09858411012596,4.52530937529951,0.505501126323102,4.41165230135662,1.80146889783859,2.71407884550248,-0.10389544198446,5.86765607781405,16.8663377549265,1.52082403158326,0.16298929255391,0.257807788716942,0.0206342371186566,1.14187178430518,3.72652923077351,0.765054095484473,0.41497251983938,0.685123070583111,0.285467946076296,0.137032288690498,0.420167802115155,1.00240981796231,1.00761169975328,0.994837414261622,0.641687382343697,0.0709738165657451,0.287338801090556,1.05756165221395,1.05384088690186,0.408343354095394,0.615206879442388,-0.0235502335377824,-5.19375799362145e-17,0.960043025083401,0.0215717228476501,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19225360593844,0.654785825117107,0.476901442375377,0.290730273741761,0.401765401363083,0.567237323797918,-1.46385592619524,4.22959671669028,6.26949402935266
58,0.00255154039138336,0.456500142867861,0.110378453883976,-0.00492112364019481,-0.0028790050985511,0.0165248568774632,0.0269558527887689,0.0148820810242536,0.0132209643701998,4.22761566623119,10.0100398516023,1.13094317215824,4.53171701192068,0.505799578474991,4.42738661058694,1.83378867607037,2.69677618202392,-0.103178247507346,6.08602965525118,17.1518860146284,1.55411135396561,0.164054119465552,0.255255757404589,0.0205468508397199,1.13966391656028,3.74358826065077,0.76357482409539,0.414891209710353,0.68379834993617,0.284915979140071,0.139428806515939,0.421672035772292,1.00168548775647,1.00756429809334,0.994165324884979,0.638211538579322,0.070444802879299,0.291343658541378,1.0570198236499,1.05341426335301,0.414192126724461,0.609112422117198,-0.0233045488416588,-1.59305721080389e-15,0.960694650522782,0.0215766941466781,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19642904889362,0.66070888770038,0.478571619557447,0.291673054645708,0.399954782974931,0.563094869773019,-1.4646679852896,4.22552087984342,6.29424606408561
59,0.00246973316729391,0.465166606727986,0.11018858778852,-0.00463941630814801,-0.00292430922320486,0.0160047548196676,0.026266176982367,0.0145419528793309,0.012928041809816,4.40315138450304,10.2651706308605,1.15878155889216,4.53078762298463,0.505363620531522,4.44097788183696,1.8654925844666,2.67795099280514,-0.102465695434782,6.29213377521614,17.3879040399215,1.58213337035024,0.165270299343667,0.252854081227496,0.0204538863613335,1.13729507451606,3.75860083712732,0.76198769992576,0.414393038954548,0.682377044709636,0.284323768629015,0.141780493097171,0.423128411969492,1.00100348349042,1.00748208183313,0.993569515071747,0.634777479695244,0.069945234047575,0.29527728625718,1.05656207669062,1.05305211172541,0.420063471177435,0.603009306521783,-0.0230727776992176,1.13318412224807e-16,0.961240259363121,0.0215635991777777,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.20040128123573,0.666577541743659,0.480160512494293,0.29242716304904,0.398334990316435,0.559712199467048,-1.46494177666325,4.21872400717621,6.31776527112147
60,0.00234739689915241,0.473749053108445,0.109995624357872,-0.00470830553168522,-0.00296228244229602,0.0154333259837351,0.0256951496809142,0.0142588855323128,0.0126839066790966,4.56574340367244,10.4800251082285,1.18180846993807,4.52297726426821,0.50407167140386,4.45242087587302,1.89648035471724,2.65769513024954,-0.10175460909376,6.48477152865265,17.5755305149583,1.60447656324524,0.166627175079072,0.250607477784964,0.0203510309970678,1.13479850975025,3.77154177002287,0.760315001532666,0.413513198451583,0.680879105850149,0.283699627437562,0.144079404816098,0.424540535959695,1.00036697133822,1.00735913388365,0.993058917807724,0.631414908114991,0.0694528770469765,0.299132214838032,1.05618413118187,1.05275228161689,0.425943640008071,0.59691013144133,-0.0228537714494015,-7.01848988795117e-16,0.96168914134449,0.0215189160202908,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.20414483687515,0.672363814194865,0.481657934750062,0.293019265181811,0.396898259075194,0.557035206553374,-1.46508846602474,4.20911051686086,6.33994020250912
61,0.0021838363800293,0.482219747594127,0.109760904258598,-0.00512837551702583,-0.00300087512842573,0.0148255984737209,0.0252247925977036,0.0140244543010046,0.0124813971019631,4.7157283063036,10.6585735758541,1.20009265873843,4.50910835668683,0.501849921664808,4.46177300023647,1.92668540559567,2.63612589947638,-0.101038304835585,6.66419614493223,17.7196517315652,1.62113834703393,0.168102965587778,0.248508445938056,0.0202340714662757,1.13220609301575,3.78244934442702,0.75857808232055,0.4123090867697,0.679323655809447,0.283051523253936,0.146320532554821,0.425913535930328,0.999777808612459,1.00719475556193,0.992636034978824,0.62814833762974,0.0689461295467754,0.302905532823484,1.05587667226901,1.05250822991562,0.431820580180479,0.590824745978028,-0.0226453261585066,-2.36291941118037e-16,0.962055044451574,0.0214350260046375,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.20764162997386,0.678046108563264,0.483056651989544,0.293476538846872,0.395620637755374,0.554968290017137,-1.46546739461331,4.19666142781426,6.36068079587847
62,0.00198270599892802,0.49056118720578,0.109452446425642,-0.00584952446716092,-0.00304781914828045,0.0141974646746466,0.024835278921511,0.0138292216863882,0.0123124628640359,4.85452931471309,10.8069044116916,1.21399122771748,4.49021086276804,0.498681236010586,4.46914245504895,1.95607361221892,2.61337655181245,-0.100307708982429,6.83177009489601,17.8274890539591,1.63246441219735,0.169668915834566,0.246540298236834,0.0200996574517166,1.12954512906585,3.79141537760943,0.756795236474122,0.410849975276272,0.677727077439512,0.282386282266463,0.14850174787057,0.427252165924366,0.999236329846192,1.00699261952892,0.992297570476377,0.624994674408105,0.0684071961169645,0.30659812947493,1.05562739257312,1.05231066341561,0.437684328009976,0.584760181197624,-0.0224445092075995,4.5569838665014e-16,0.962353880655682,0.0213101317567212,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.21088269622591,0.683609290477541,0.484353078490365,0.293823728973625,0.394467838418492,0.553391881826336,-1.46633270585919,4.1814381127126,6.379926764618
63,0.0017484006421575,0.498762871612209,0.109047731180583,-0.00679564831931345,-0.00310951071487164,0.0135574849507629,0.0245147358226481,0.0136676137835001,0.0121723738819098,4.98270006538841,10.9281809130954,1.22360818965993,4.46701223558381,0.494557944249769,4.47465781479696,1.98462718802956,2.58958302866176,-0.09955240189435,6.98801372472869,17.9030460684798,1.6385588833711,0.171309310386593,0.244691919210909,0.0199451513557465,1.12683912722514,3.79855433846188,0.754982215240846,0.409182964465609,0.676103476335085,0.281709781806286,0.150622839075868,0.428560187168857,0.998741384126128,1.00675714264537,0.99203804156961,0.621963804855487,0.0678237417959338,0.310212453348578,1.05542832932168,1.05215339787054,0.443526023703252,0.578722024307288,-0.0222480480105405,-4.54870197999078e-16,0.962595442595967,0.0211466889515312,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.21386841058422,0.689043612864953,0.485547364233689,0.294073296866412,0.393418262125017,0.552232215494251,-1.46781052266153,4.16355905029465,6.39763867184106
64,0.00148350919701626,0.506816506797522,0.108532995711842,-0.00789567067644736,-0.00319045376388338,0.0129052520144421,0.0242614865940726,0.0135390590347136,0.0120607050544814,5.09911466745281,11.0210390345007,1.22862116104525,4.43978222616027,0.489461194367127,4.47843861214003,2.01232683860552,2.56487342020167,-0.0987616466671681,7.13178512460082,17.9453464030343,1.63908928112289,0.173027709192419,0.242963104349597,0.0197685723776797,1.1241085255024,3.80397349683859,0.753152712086611,0.407322008207109,0.674465115301443,0.281027131375601,0.152684090649926,0.429841329908669,0.998290988401853,1.006490926743,0.991852943605083,0.619061075294572,0.067188553030314,0.313750371675113,1.05527824346139,1.05203541228505,0.449336702562045,0.572715993750336,-0.0220526963123806,-1.18990131210069e-15,0.962781232319092,0.020948541262701,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.21660485878269,0.694343978425932,0.486641943513074,0.29422530306257,0.392470329739252,0.551482085164151,-1.46991774956977,4.14316700332227,6.41378312274727
65,0.00118895922793625,0.514713699204969,0.107900306359276,-0.0091036675767413,-0.00329340085763163,0.0122372373154149,0.0240773788537137,0.0134446692722384,0.0119784664235944,5.20206825764191,11.0827719623956,1.22863771113826,4.40861942104771,0.483382459586497,4.48058728695559,2.03914674826614,2.53936597166737,-0.0979254329779196,7.26136412449264,17.9518959824397,1.6336635213856,0.174834615020919,0.24135730429626,0.0195687836387581,1.12137036392615,3.8077650685999,0.751318143830521,0.405267069988675,0.672822218355691,0.280342590981538,0.154685496436328,0.431099466863329,0.997883084199316,1.00619490402408,0.991739354083868,0.616289515911248,0.0664978275728334,0.317212656515918,1.05517854568612,1.05195779718518,0.455107024519477,0.566748466001377,-0.021855490520854,1.57725704847682e-15,0.962909720029188,0.0207185508282999,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.21909934281394,0.699508032723717,0.487639737125575,0.294277036604316,0.391629742296343,0.551159014086013,-1.47261100929447,4.12041079088073,6.42832720063241
66,0.000865595218979606,0.522446188346644,0.10714544769021,-0.0103919031650594,-0.00341993872814483,0.0115515775040773,0.0239623188103114,0.0133845219831033,0.011925756359033,5.2904070052093,11.1121606083211,1.22350643493207,4.37371626577119,0.476344976215805,4.48119531298783,2.06505872283615,2.51317179945514,-0.0970352093034555,7.37557486077639,17.9217732566347,1.62216170713936,0.176735876224693,0.239874368134326,0.0193455052949374,1.11863797727045,3.81001252662556,0.749487444771204,0.403022733298883,0.671182786362272,0.279659494317613,0.156626743493753,0.432337659724127,0.997515842254673,1.00586992319507,0.991694670704672,0.613650670441576,0.0657498758098602,0.320599453748564,1.05512941312919,1.05192070397462,0.46082765391881,0.560826213526382,-0.021653867445192,-2.3727951739076e-16,0.962980886577033,0.0204587717366893,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.22135847131379,0.704533834230186,0.488543388525515,0.294228773159694,0.390897264011323,0.551266928743122,-1.47582346138673,4.09544374431579,6.44124217521502
67,0.000517275528444848,0.530008831838328,0.106268752818926,-0.0117239798758058,-0.00357091046195801,0.0108528486485586,0.0239088005323181,0.0133549663721382,0.0118994444300326,5.36478352186982,11.1122179692898,1.21363367627566,4.33563712856591,0.468438426678562,4.48035750001647,2.09004375285487,2.48639829229732,-0.0960845451357234,7.47503872750531,17.8586465359231,1.60508720380635,0.178719209909289,0.238501623945203,0.0190996459878507,1.11591886668441,3.81080618000582,0.747665640678556,0.400618670170968,0.669551320010647,0.278979716671103,0.158507757128679,0.433557162503344,0.997187589377254,1.00551986190609,0.991713467983578,0.611143249395222,0.0649454309069362,0.323911319697842,1.05512535903629,1.05191975359351,0.466490397886149,0.554955333874178,-0.0214457317603272,-1.4209736962661e-15,0.963001030494586,0.0201729184655378,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.22338852866073,0.709419866671825,0.489355411464291,0.294087601254346,0.390254861165889,0.551753517215781,-1.47946581913373,4.06843779221618,6.45251840783013
68,0.000153260963862074,0.537403952539827,0.105278307086202,-0.0130315308550902,-0.00374624943621482,0.0101543052190471,0.0238992378341207,0.0133473432760097,0.0118920804613575,5.4283280178969,11.0912883036976,1.20012052454156,4.29544010780919,0.459843530653714,4.47818654690824,2.11410590213687,2.45915061043103,-0.0950699656596518,7.56285074334644,17.771991881071,1.58372790926234,0.180746368621533,0.237208876341793,0.0188338197267127,1.1132120804483,3.81025929863926,0.745852093900363,0.398119995646188,0.667927248268982,0.278303020112076,0.160329545308865,0.434756076691669,0.996896392126525,1.00515402726868,0.991784706703514,0.608760455127614,0.0640892701368609,0.327150274735524,1.0551527543214,1.05194397547868,0.472089735430172,0.5491398325353,-0.0212295679654724,6.0700769591434e-16,0.962985279915662,0.0198689060324934,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.22519800295505,0.714166094446019,0.490079201182022,0.293868531916397,0.389658812992488,0.552487289725349,-1.48339910029608,4.03960308150357,6.46218592922156
69,-0.000212592289686847,0.544643718978646,0.104192888913757,-0.0142136613482102,-0.00394433858275967,0.00947426452695588,0.0239099970067269,0.0133500359143341,0.0118936775416813,5.48577710919405,11.0605884158835,1.18448621975164,4.25445430663559,0.450813915469733,4.4748158326212,2.137278382708,2.43152924147257,-0.0939917915593806,7.64372211292909,17.6744143913502,1.55986082532923,0.182761372842861,0.235954066896161,0.0185524816672368,1.11050791997767,3.80851108063459,0.744040306385042,0.395613018576996,0.666304751986604,0.277626979994418,0.162094751815824,0.435928666847355,0.99663952636034,1.00478634474886,0.991891989345695,0.606488232498811,0.0631917610362496,0.330320006464939,1.05519257962498,1.05197795330427,0.477623764340722,0.543380852402203,-0.0210046167429252,6.58690269165203e-16,0.962954323834582,0.0195592712130042,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.22680089491514,0.718775144327651,0.490720357966055,0.293590198516454,0.389049703279484,0.553285811533973,-1.48740579496531,4.00919442650083,6.47032677669453
70,-0.000564409163478699,0.551749308089285,0.10304297066629,-0.0151519318773866,-0.00416142221724858,0.00883059349444704,0.0239177279338039,0.0133516352243005,0.0118944485015549,5.54200679427258,11.0307252100965,1.16826806135964,4.21395362068794,0.44163857741534,4.47038879246857,2.15961928344908,2.40362429750799,-0.0928547884884964,7.72252379738868,17.577843308713,1.53531355834075,0.184705223150771,0.234692951894555,0.018261708054267,1.10778938725111,3.80571516011791,0.742218889458243,0.393182157338739,0.664673632350666,0.276947346812777,0.163807503483753,0.437066117984259,0.996413264793522,1.0044327687907,0.992015887726525,0.604305454429611,0.0622694292142694,0.333425116356119,1.05522522324259,1.05200565835141,0.483094286359939,0.537676790340355,-0.0207710767002937,-3.79874072191394e-16,0.962929026784228,0.0192598542278221,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.22821808742204,0.723253637346025,0.491287234968816,0.293269237966328,0.388368084673464,0.553963136218852,-1.49117776829112,3.97749892854551,6.47707439394719
71,-0.000886444698785445,0.558748479179801,0.101869364674598,-0.0157308713722389,-0.00439140586674203,0.00823830619154542,0.0239021514236897,0.0133422976670764,0.0118859691085514,5.60137031744821,11.0103815738284,1.15285769677371,4.17500774079161,0.432616615720265,4.46504584058747,2.18120411759318,2.37551031277904,-0.0916685897847464,7.80362502220626,17.4920691815594,1.51177462925243,0.186523426936965,0.233384393840007,0.0179689065431982,1.10503382524671,3.80202554543944,0.740372662915295,0.390898641614864,0.663020295148026,0.276258456311677,0.165472839772088,0.438157823235611,0.996213085983491,1.00410912307772,0.992136275915881,0.602185508063033,0.0613442551226314,0.336470236814336,1.05523294698916,1.05201248242402,0.488506545165993,0.532023723292054,-0.0205302684580474,-1.55149265789496e-15,0.96292787329481,0.0189876384158932,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.22947605513914,0.727612699689458,0.491790422055656,0.292919141446531,0.387562288887858,0.554353421280136,-1.49433047318766,3.94481481366102,6.48260642083705
72,-0.00116623551152931,0.56567168798666,0.100718416731576,-0.015872133312904,-0.00462612706508037,0.00770711663937873,0.0238487862222209,0.0133150223845607,0.0118622571964343,5.66713428086483,11.0053968036249,1.13936011466778,4.1383360729385,0.42402012794896,4.45891355266086,2.20211682965661,2.34724426601841,-0.0904475430141589,7.8903298197588,17.4236812901065,1.49061475521047,0.188174789096736,0.231996706405644,0.0176820556078917,1.10221679560333,3.79758347529886,0.738485253054232,0.388809045592227,0.661330077361998,0.275554198900833,0.167096079859377,0.439192694173267,0.996034042452719,1.00382793331091,0.992235829867288,0.600099578825263,0.0604410794605663,0.339459341714171,1.05520265922161,1.05198757385867,0.493868473485541,0.526416185982725,-0.0202846594682658,-7.53358512532515e-17,0.962964265550642,0.0187569887983036,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23060451816992,0.731866359634876,0.492241807267966,0.292550294695317,0.386597015881587,0.554336752515067,-1.49645810136746,3.91142461824969,6.48712985342093
73,-0.00139696984898194,0.572546961370756,0.0996358960731583,-0.0155521122219139,-0.0048563166536848,0.00723883504785028,0.0237521120076567,0.0132671632707814,0.0118210603122834,5.74076276529115,11.0175548377364,1.12842059820048,4.10418373791201,0.416057435565991,4.45209341688713,2.22243767861473,2.31886542761015,-0.0892096893377465,7.9841590805601,17.3747361302914,1.47267694744576,0.189640640770918,0.230513461033674,0.0174086030170312,1.09931674707543,3.79250336864187,0.736542220540541,0.386924855484953,0.659590048245261,0.274829186768859,0.168682004116703,0.440160886539698,0.995871251424694,1.00359604530177,0.99230288529609,0.598020722164675,0.0595843305231946,0.34239494731213,1.05512874233023,1.05192616574826,0.499189363409323,0.52084833144213,-0.0200376948514534,-1.97487329613021e-17,0.963043587997428,0.0185772992264923,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23163327497157,0.736029488988999,0.492653309988627,0.292167468597377,0.385460657950575,0.553865184809634,-1.49720049809101,3.87756701676904,6.4908600318472
74,-0.00157720361563634,0.579395479509737,0.0986624924445951,-0.0147928691271081,-0.00507282078536841,0.00682799660348477,0.0236152730615435,0.0132002792200151,0.0117637256295278,5.82186238005888,11.0448002870419,1.12022828245799,4.07238449357694,0.40886556529491,4.44465325052952,2.2422321304616,2.2903963335217,-0.087975213453775,8.08478494625761,17.3430363528994,1.45827336202356,0.190924404152244,0.228932922387423,0.0171547277244411,1.09631745007871,3.7868627804823,0.734532691552732,0.38522603329492,0.657790470047223,0.274079362519676,0.170233968415109,0.441055007924167,0.995720474251873,1.00341491036629,0.992331750271078,0.595926968384388,0.0587956400157551,0.345277391599856,1.05501284566726,1.0518294156425,0.504478528261898,0.515314964839796,-0.0197934931016939,5.68092191902441e-16,0.963163456073662,0.0184532784436593,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23258843872114,0.74011587211753,0.493035375488454,0.291768704615584,0.384162715455018,0.552959471998986,-1.49628804840292,3.84341782640106,6.49400217046395
