Time,n_RoW,psi_o_RoW,psi_y_RoW,n_y_RoW,n_m_RoW,n_o_RoW,mu_o_RoW,mu_m_RoW,mu_y_RoW,s_o_RoW,s_m_RoW,s_y_RoW,h_m_RoW,h_y_RoW,a_RoW,a_o_RoW,a_m_RoW,a_y_RoW,z_o_RoW,z_m_RoW,z_y_RoW,c_o_RoW,c_m_RoW,c_y_RoW,y_RoW,k_RoW,w_RoW,inv_RoW,b_RoW,gov_RoW,e_RoW,t_RoW,tilde_R_RoW,g_RoW,q_RoW,tilde_s_m_RoW,tilde_s_y_RoW,tilde_s_o_RoW,Omega_m_RoW,Omega_y_RoW,eta_o_RoW,eta_m_RoW,eta_y_RoW,walras_RoW,gamma_RoW,phi_RoW,alpha,delta,beta,sigma,b_y,g_y,repl,x,omega,nu,w_indiv_RoW,t_indiv_RoW,e_indiv_RoW,c_y_indiv_RoW,c_m_indiv_RoW,c_o_indiv_RoW,a_y_indiv_RoW,a_m_indiv_RoW,a_o_indiv_RoW
436,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
437,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
438,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
439,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
440,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
441,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
442,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
443,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
444,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
445,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
446,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
447,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
448,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
449,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
450,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
451,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
452,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
453,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
454,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
455,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
456,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
457,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
458,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
459,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
460,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
461,-0.00472449305966559,0.841618491994501,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00472420230978965,0.0231936417237265,0.0132886311773755,0.011927205932167,6.6677100678691,8.31573454635316,0.85539410879346,2.57135253850046,0.264500931243726,3.540825070392,3.03887451200241,0.566010619071537,-0.0640600606819553,9.72470970158481,11.4268454210179,1.06858015491797,0.225551432685791,0.151847134320908,0.0127451755627409,0.919631376505664,2.9890462444886,0.616153022258795,0.299579789809805,0.551778825903398,0.229907844126416,0.207426310972543,0.438053605030681,1.00155565180857,1.00025188447504,1.00130343901748,0.514669385833361,0.0521753417840538,0.43315527238081,1.05115832810599,1.04826360412531,0.858239097267923,0.159852748391897,-0.01809184565982,1.93588496224279e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19718218961307,0.851135927429175,0.478872875845278,0.244275842322056,0.295038209966646,0.520717274076021,-1.22778420785609,1.09975575515346,7.01567014364027
